,Name,Player_url
0,Jonathan de Guzmán,https://www.transfermarkt.com/jonathan-de-guzman/profil/spieler/31067
0,Marijan Cavar,https://www.transfermarkt.com/marijan-cavar/profil/spieler/419255
0,Filip Kostic,https://www.transfermarkt.com/filip-kostic/profil/spieler/161011
0,Daichi Kamada,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141
0,Mijat Gacinovic,https://www.transfermarkt.com/mijat-gacinovic/profil/spieler/215864
0,Patrick Finger,https://www.transfermarkt.com/patrick-finger/profil/spieler/406604
0,André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008
0,Gonçalo Paciência,https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547
0,Bas Dost,https://www.transfermarkt.com/bas-dost/profil/spieler/56331
0,Jiri Pavlenka,https://www.transfermarkt.com/jiri-pavlenka/profil/spieler/260053
0,Stefanos Kapino,https://www.transfermarkt.com/stefanos-kapino/profil/spieler/68410
0,Luca Plogmann,https://www.transfermarkt.com/luca-plogmann/profil/spieler/335997
0,Kevin Vogt,https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435
0,Milos Veljkovic,https://www.transfermarkt.com/milos-veljkovic/profil/spieler/202228
0,Ömer Toprak,https://www.transfermarkt.com/omer-toprak/profil/spieler/43512
0,Marco Friedl,https://www.transfermarkt.com/marco-friedl/profil/spieler/156990
0,Niklas Moisander,https://www.transfermarkt.com/niklas-moisander/profil/spieler/5017
0,Sebastian Langkamp,https://www.transfermarkt.com/sebastian-langkamp/profil/spieler/39094
0,Christian Groß,https://www.transfermarkt.com/christian-gross/profil/spieler/58396
0,Ludwig Augustinsson,https://www.transfermarkt.com/ludwig-augustinsson/profil/spieler/170646
0,Michael Lang,https://www.transfermarkt.com/michael-lang/profil/spieler/51346
0,Theodor Gebre Selassie,https://www.transfermarkt.com/theodor-gebre-selassie/profil/spieler/60632
0,Simon Straudi,https://www.transfermarkt.com/simon-straudi/profil/spieler/379879
0,Nuri Sahin,https://www.transfermarkt.com/nuri-sahin/profil/spieler/31095
0,Philipp Bargfrede,https://www.transfermarkt.com/philipp-bargfrede/profil/spieler/42033
0,Ilia Gruev,https://www.transfermarkt.com/ilia-gruev/profil/spieler/381753
0,Maximilian Eggestein,https://www.transfermarkt.com/maximilian-eggestein/profil/spieler/190284
0,Davy Klaassen,https://www.transfermarkt.com/davy-klaassen/profil/spieler/182932
0,Kevin Möhwald,https://www.transfermarkt.com/kevin-mohwald/profil/spieler/94137
0,Leonardo Bittencourt,https://www.transfermarkt.com/leonardo-bittencourt/profil/spieler/93844
0,Milot Rashica,https://www.transfermarkt.com/milot-rashica/profil/spieler/291739
0,Johannes Eggestein,https://www.transfermarkt.com/johannes-eggestein/profil/spieler/251303
0,Benjamin Goller,https://www.transfermarkt.com/benjamin-goller/profil/spieler/388058
0,David Philipp,https://www.transfermarkt.com/david-philipp/profil/spieler/342165
0,Fin Bartels,https://www.transfermarkt.com/fin-bartels/profil/spieler/36207
0,Davie Selke,https://www.transfermarkt.com/davie-selke/profil/spieler/178459
0,Josh Sargent,https://www.transfermarkt.com/josh-sargent/profil/spieler/393325
0,Niclas Füllkrug,https://www.transfermarkt.com/niclas-fullkrug/profil/spieler/75489
0,Yuya Osako,https://www.transfermarkt.com/yuya-osako/profil/spieler/108650
0,Claudio Pizarro,https://www.transfermarkt.com/claudio-pizarro/profil/spieler/532
0,Nick Woltemade,https://www.transfermarkt.com/nick-woltemade/profil/spieler/455661
0,Florian Müller,https://www.transfermarkt.com/florian-muller/profil/spieler/284769
0,Robin Zentner,https://www.transfermarkt.com/robin-zentner/profil/spieler/160963
0,Omer Hanin,https://www.transfermarkt.com/omer-hanin/profil/spieler/211530
0,Finn Dahmen,https://www.transfermarkt.com/finn-dahmen/profil/spieler/251299
0,Moussa Niakhaté,https://www.transfermarkt.com/moussa-niakhate/profil/spieler/291200
0,Jeremiah St. Juste,https://www.transfermarkt.com/jeremiah-st-juste/profil/spieler/288253
0,Jeffrey Bruma,https://www.transfermarkt.com/jeffrey-bruma/profil/spieler/88721
0,Stefan Bell,https://www.transfermarkt.com/stefan-bell/profil/spieler/82350
0,Alexander Hack,https://www.transfermarkt.com/alexander-hack/profil/spieler/126281
0,Aarón Martín,https://www.transfermarkt.com/aaron-martin/profil/spieler/251878
0,Jonathan Meier,https://www.transfermarkt.com/jonathan-meier/profil/spieler/379989
0,Niklas Kölle,https://www.transfermarkt.com/niklas-kolle/profil/spieler/369881
0,Ronaël Pierre-Gabriel,https://www.transfermarkt.com/ronael-pierre-gabriel/profil/spieler/410185
0,Daniel Brosinski,https://www.transfermarkt.com/daniel-brosinski/profil/spieler/43984
0,Phillipp Mwene,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573
0,Niklas Tauer,https://www.transfermarkt.com/niklas-tauer/profil/spieler/470815
0,Pierre Kunde Malong,https://www.transfermarkt.com/pierre-kunde-malong/profil/spieler/339829
0,Edimilson Fernandes,https://www.transfermarkt.com/edimilson-fernandes/profil/spieler/247555
0,Ridle Baku,https://www.transfermarkt.com/ridle-baku/profil/spieler/327251
0,Danny Latza,https://www.transfermarkt.com/danny-latza/profil/spieler/39025
0,Leandro Barreiro Martins,https://www.transfermarkt.com/leandro-barreiro-martins/profil/spieler/357233
0,Merveille Papela,https://www.transfermarkt.com/merveille-papela/profil/spieler/405689
0,Levin Öztunali,https://www.transfermarkt.com/levin-oztunali/profil/spieler/168543
0,Jean-Paul Boëtius,https://www.transfermarkt.com/jean-paul-boetius/profil/spieler/182574
0,Erkan Eyibil,https://www.transfermarkt.com/erkan-eyibil/profil/spieler/405692
