,Name,Reason,Start Date,End Date
2,A. Young,Suspended,02/12/18,07/12/18
3,A. Young,Knock,30/09/18,05/10/18
4,A. Young,Knock,04/07/18,06/07/18
5,A. Young,Knee Injury,28/03/18,30/03/18
6,A. Young,Suspended,16/01/18,19/01/18
7,A. Young,Suspended,06/01/18,15/01/18
8,A. Young,Suspended,31/12/17,05/01/18
9,A. Young,Hamstring,06/05/17,11/09/17
10,A. Young,Knock,06/04/17,14/04/17
11,A. Young,Groin/Pelvis Injury,18/01/16,16/03/16
12,A. Young,Calf Muscle Strain,05/10/15,22/10/15
13,A. Young,Hamstring,02/01/15,02/02/15
14,A. Young,Groin/Pelvis Injury,23/10/14,20/11/14
15,A. Young,Groin Strain,09/09/14,18/10/14
16,A. Young,Thumb / Wrist Injury,06/04/14,09/04/14
17,A. Young,Shoulder Injury,02/01/14,18/01/14
18,A. Young,Ankle/Foot Injury,10/08/13,25/08/13
19,A. Young,Ankle/Foot Injury,09/04/13,25/07/13
20,A. Young,Knee Injury,13/01/13,09/02/13
21,A. Young,Knock,24/12/12,28/12/12
22,A. Young,Knee Injury,26/08/12,19/10/12
23,A. Young,Ankle/Foot Injury,05/01/12,02/02/12
24,A. Young,Ankle/Foot Injury,22/12/11,26/01/12
25,A. Young,Ankle/Foot Injury,25/10/11,17/11/11
0,R. Civelli,Suspended,01/11/16,07/11/16
1,R. Civelli,Suspended,11/04/16,01/05/16
2,R. Civelli,Sprained Ankle,29/02/16,07/03/16
3,R. Civelli,Suspended,30/11/15,04/12/15
4,R. Civelli,Suspended,03/11/15,09/11/15
5,R. Civelli,Suspended,28/01/13,05/02/13
6,R. Civelli,Suspended,12/11/12,21/11/12
7,R. Civelli,Suspended,31/05/12,24/08/12
0,D. Cvitanich,Calf Muscle Strain,18/09/14,28/10/14
1,D. Cvitanich,Suspended,23/09/14,26/09/14
2,D. Cvitanich,Thigh Muscle Strain,15/08/14,28/08/14
3,D. Cvitanich,Suspended,05/05/14,11/05/14
4,D. Cvitanich,Thigh Muscle Strain,05/04/14,19/04/14
5,D. Cvitanich,Suspended,11/03/14,17/03/14
6,D. Cvitanich,Suspended,12/11/13,26/11/13
7,D. Cvitanich,Suspended,03/06/13,13/08/13
8,D. Cvitanich,Hamstring,04/02/13,18/03/13
0,J. Farfán,Head Injury,22/06/18,27/06/18
0,Gelson Fernandes,Hip/Thigh Injury,07/01/20,-
1,Gelson Fernandes,Virus,15/12/19,17/12/19
2,Gelson Fernandes,Suspended,11/11/19,24/11/19
3,Gelson Fernandes,Suspended,15/04/19,23/04/19
4,Gelson Fernandes,Hamstring,18/02/19,07/03/19
5,Gelson Fernandes,Suspended,20/01/19,27/01/19
6,Gelson Fernandes,Knock,19/10/18,24/10/18
7,Gelson Fernandes,Suspended,07/02/17,09/02/17
8,Gelson Fernandes,MCL Knee Ligament Injury,23/10/16,04/11/16
9,Gelson Fernandes,Suspended,04/10/16,17/10/16
10,Gelson Fernandes,Suspended,14/01/16,18/01/16
11,Gelson Fernandes,Suspended,07/12/15,14/12/15
12,Gelson Fernandes,Thigh Muscle Strain,24/09/15,15/10/15
13,Gelson Fernandes,Suspended,08/09/15,14/09/15
14,Gelson Fernandes,Suspended,19/05/15,24/05/15
15,Gelson Fernandes,Hamstring,04/12/14,09/01/15
16,Gelson Fernandes,Suspended,02/12/14,04/12/14
0,Javi García,Hamstring,29/10/19,26/11/19
1,Javi García,Suspended,11/02/19,18/02/19
2,Javi García,Knock,25/01/19,29/01/19
3,Javi García,Hamstring,22/10/18,23/11/18
4,Javi García,Broken Wrist,12/08/18,31/08/18
5,Javi García,Suspended,14/04/18,20/04/18
6,Javi García,Back Injury,09/12/17,16/12/17
7,Javi García,Thigh Muscle Strain,02/10/17,19/10/17
8,Javi García,Knock,22/01/14,13/02/14
9,Javi García,Knock,31/10/13,04/11/13
10,Javi García,Thigh Muscle Strain,04/10/12,02/11/12
0,V. Ibišević,Suspended,17/03/19,15/04/19
1,V. Ibišević,Suspended,17/02/19,24/02/19
0,G. Pellè,Knock,17/01/16,02/02/16
1,G. Pellè,Knee Injury,25/12/15,11/01/16
2,G. Pellè,Suspended,22/11/15,29/11/15
3,G. Pellè,Ankle/Foot Injury,21/09/15,25/09/15
4,G. Pellè,Suspended,03/03/14,03/04/14
5,G. Pellè,Suspended,28/10/13,11/11/13
6,G. Pellè,Suspended,18/03/13,31/03/13
0,G. Cahill,Knee Injury,08/12/19,04/01/20
1,G. Cahill,Knee Injury,01/12/19,06/12/19
2,G. Cahill,Head Injury,04/11/19,08/11/19
3,G. Cahill,Achilles tendonitis,24/04/19,04/05/19
4,G. Cahill,Back Injury,28/12/18,09/03/19
5,G. Cahill,Knock,01/12/18,21/12/18
6,G. Cahill,Knock,09/08/18,19/09/18
7,G. Cahill,Hamstring,14/01/18,24/01/18
8,G. Cahill,Suspended,13/08/17,10/09/17
9,G. Cahill,Illness,18/04/17,24/04/17
10,G. Cahill,Illness,01/05/16,01/05/16
11,G. Cahill,Knock,30/03/16,13/04/16
12,G. Cahill,Ankle/Foot Injury,27/12/15,08/01/16
13,G. Cahill,Calf/Shin Injury,12/02/14,14/02/14
14,G. Cahill,Knee Injury,18/03/13,24/04/13
15,G. Cahill,Suspended,17/12/12,20/12/12
16,G. Cahill,Hamstring,25/04/12,17/05/12
17,G. Cahill,Arm/Elbow injury,05/02/10,20/03/10
0,T. Walcott,Calf Muscle Strain,08/12/19,25/12/19
1,T. Walcott,Knock,24/11/19,04/12/19
2,T. Walcott,Head Injury,29/09/19,18/10/19
3,T. Walcott,Illness,22/04/19,26/04/19
4,T. Walcott,Rib Injury,02/09/18,15/09/18
5,T. Walcott,Calf Muscle Strain,03/05/18,12/05/18
6,T. Walcott,Calf Muscle Strain,11/03/18,16/03/18
7,T. Walcott,Illness,17/11/17,30/11/17
8,T. Walcott,Calf Muscle Strain,23/12/16,27/01/17
9,T. Walcott,Hamstring,28/10/16,05/10/16
10,T. Walcott,Calf Muscle Strain,28/10/15,04/12/15
11,T. Walcott,Groin Strain,21/11/14,19/12/14
12,T. Walcott,ACL Knee Ligament Injury,05/01/14,22/10/14
13,T. Walcott,Abdominal Strain,20/09/13,20/11/13
14,T. Walcott,Groin/Pelvis Injury,21/03/13,10/04/13
15,T. Walcott,Calf/Shin Injury,02/12/12,16/12/12
16,T. Walcott,Shoulder Injury,18/11/12,27/11/12
17,T. Walcott,Chest Injury,13/10/12,26/10/12
18,T. Walcott,Hamstring,22/04/12,10/05/12
19,T. Walcott,Ankle/Foot Injury,25/02/11,31/03/11
20,T. Walcott,Ankle/Foot Injury,02/02/11,04/02/11
21,T. Walcott,Ankle/Foot Injury,07/09/10,14/10/10
22,T. Walcott,Rib Injury,28/12/09,19/01/10
0,E. Elia,Knock,03/03/19,08/03/19
1,E. Elia,Ankle/Foot Injury,06/03/17,01/04/17
2,E. Elia,Hamstring,30/01/17,04/02/17
3,E. Elia,Shoulder Injury,17/08/16,22/10/16
4,E. Elia,Groin Strain,14/11/15,20/11/15
0,L. Schøne,Hip/Thigh Injury,28/11/18,08/12/18
1,L. Schøne,Suspended,11/12/17,15/12/17
2,L. Schøne,Groin Strain,18/09/14,29/09/14
3,L. Schøne,Ankle Ligaments,20/02/14,06/03/14
4,L. Schøne,Groin Strain,12/02/14,19/02/14
5,L. Schøne,Knee Injury,08/05/13,31/05/13
0,G. Murray,Knock,29/12/19,10/01/20
1,G. Murray,Calf/Shin Injury,10/02/19,25/02/19
2,G. Murray,Shoulder Injury,05/12/18,07/12/18
3,G. Murray,Ankle/Foot Injury,25/11/18,30/11/18
4,G. Murray,Concussion,21/10/18,26/10/18
5,G. Murray,Ankle/Foot Injury,17/09/17,30/09/17
6,G. Murray,Ankle/Foot Injury,20/08/17,08/09/17
7,G. Murray,Suspended,21/01/17,25/01/17
8,G. Murray,Suspended,01/03/15,04/03/15
9,G. Murray,ACL Knee Ligament Injury,11/05/13,06/02/14
10,G. Murray,Suspended,25/11/12,28/11/12
0,Z. Junuzović,Ankle/Foot Injury,15/06/16,24/06/16
0,C. Bravo,Achilles tendon rupture,20/08/18,31/05/19
1,C. Bravo,Calf Muscle Strain,29/04/17,24/06/17
2,C. Bravo,Hip/Thigh Injury,11/11/16,15/11/16
3,C. Bravo,Calf Muscle Strain,01/05/16,20/05/16
4,C. Bravo,Calf Muscle Strain,30/08/15,25/09/15
5,C. Bravo,Hamstring,04/03/14,15/03/14
6,C. Bravo,Hamstring,27/03/13,04/04/13
7,C. Bravo,Arm/Elbow injury,26/09/12,19/11/12
0,V. Odjidja-Ofoe,Suspended,04/11/19,11/11/19
1,V. Odjidja-Ofoe,Suspended,04/04/19,22/04/19
2,V. Odjidja-Ofoe,Suspended,08/03/14,08/03/14
3,V. Odjidja-Ofoe,Suspended,15/03/13,17/03/13
4,V. Odjidja-Ofoe,Suspended,30/11/12,02/12/12
0,R. Gurtner,Suspended,13/01/18,14/01/18
0,M. Schneiderlin,Calf Muscle Strain,08/12/19,04/01/20
1,M. Schneiderlin,Knock,24/11/19,30/11/19
2,M. Schneiderlin,Suspended,11/08/19,18/08/19
3,M. Schneiderlin,Ankle/Foot Injury,18/03/19,20/04/19
4,M. Schneiderlin,Knock,01/12/18,14/12/18
5,M. Schneiderlin,Thigh Muscle Strain,19/08/18,31/08/18
6,M. Schneiderlin,Knock,25/04/18,27/04/18
7,M. Schneiderlin,Illness,09/03/18,16/03/18
8,M. Schneiderlin,Toe Injury,19/11/17,25/11/17
9,M. Schneiderlin,Knock,21/10/17,28/10/17
10,M. Schneiderlin,Suspended,22/08/17,28/08/17
11,M. Schneiderlin,Thigh Muscle Strain,30/04/17,12/05/17
12,M. Schneiderlin,Calf Muscle Strain,19/03/17,09/04/17
13,M. Schneiderlin,Hip/Thigh Injury,06/12/15,10/12/15
14,M. Schneiderlin,Illness,03/11/15,06/11/15
15,M. Schneiderlin,Knee Injury,26/04/15,01/06/15
16,M. Schneiderlin,Groin Strain,08/02/15,19/02/15
17,M. Schneiderlin,Groin Strain,12/01/15,05/02/15
18,M. Schneiderlin,Suspended,29/12/14,02/01/15
19,M. Schneiderlin,Groin Strain,01/12/14,23/12/14
20,M. Schneiderlin,Suspended,17/12/14,21/12/14
21,M. Schneiderlin,Knock,24/04/14,03/05/14
22,M. Schneiderlin,Knock,17/03/14,28/03/14
23,M. Schneiderlin,Suspended,27/12/13,30/12/13
24,M. Schneiderlin,Groin Strain,02/12/13,12/12/13
25,M. Schneiderlin,Knock,25/08/13,30/08/13
26,M. Schneiderlin,Hip/Thigh Injury,03/05/13,11/05/13
27,M. Schneiderlin,Knee Injury,23/09/12,05/10/12
0,J. Lens,Hamstring,15/01/20,04/02/20
1,J. Lens,Inguinal Hernia,03/02/16,19/03/16
2,J. Lens,Suspended,04/10/15,18/10/15
3,J. Lens,Knee Injury,23/08/15,28/08/15
4,J. Lens,Suspended,06/05/13,13/05/13
5,J. Lens,Suspended,25/02/13,17/03/13
6,J. Lens,Shoulder Injury,04/11/12,09/11/12
0,L. Rémy,Knock,29/08/19,10/09/19
1,L. Rémy,Suspended,10/08/19,12/08/19
2,L. Rémy,Knock,15/03/18,01/04/18
3,L. Rémy,Suspended,04/03/18,11/03/18
4,L. Rémy,Knock,19/09/17,14/10/17
5,L. Rémy,MCL Knee Ligament Injury,18/02/17,24/04/17
6,L. Rémy,Calf Muscle Strain,17/11/16,06/01/17
7,L. Rémy,Thigh Muscle Strain,08/09/16,16/11/16
8,L. Rémy,Groin Strain,03/04/16,06/06/16
9,L. Rémy,Calf Muscle Strain,25/01/16,12/02/16
10,L. Rémy,Calf Muscle Strain,27/12/15,12/01/16
11,L. Rémy,Knock,19/10/15,27/10/15
12,L. Rémy,Calf Muscle Strain,11/04/15,30/04/15
13,L. Rémy,Groin/Pelvis Injury,22/10/14,08/11/14
14,L. Rémy,Knock,09/05/14,23/05/14
15,L. Rémy,Calf Muscle Strain,12/03/14,17/04/14
16,L. Rémy,Suspended,29/01/14,13/02/14
17,L. Rémy,Calf/Shin Injury,01/08/13,30/08/13
18,L. Rémy,Groin/Pelvis Injury,01/02/13,22/02/13
19,L. Rémy,Thigh Muscle Strain,12/11/12,25/11/12
20,L. Rémy,Ankle/Foot Injury,15/09/12,17/09/12
21,L. Rémy,Hamstring,02/07/12,30/08/12
22,L. Rémy,Hamstring,13/05/12,30/05/12
0,M. Suchý,Hip/Thigh Injury,11/09/19,17/01/20
1,M. Suchý,Suspended,14/10/15,14/06/16
0,G. Sio,Knock,28/01/20,07/02/20
1,G. Sio,Illness,22/12/19,28/12/19
2,G. Sio,Knock,13/08/18,27/08/18
3,G. Sio,Thigh Muscle Strain,04/12/17,14/12/17
4,G. Sio,Suspended,10/09/17,30/09/17
5,G. Sio,Suspended,01/08/17,07/08/17
6,G. Sio,Suspended,10/03/16,14/03/16
7,G. Sio,Suspended,01/12/15,04/12/15
8,G. Sio,Suspended,25/10/15,29/10/15
9,G. Sio,Suspended,29/09/15,05/10/15
10,G. Sio,Thigh Muscle Strain,23/04/15,30/04/15
11,G. Sio,Suspended,14/03/15,23/03/15
12,G. Sio,Suspended,20/05/13,28/05/13
13,G. Sio,Suspended,01/02/13,12/02/13
0,F. Delph,Suspended,02/02/20,09/02/20
1,F. Delph,Knee Injury,02/01/20,04/01/20
2,F. Delph,Thigh Muscle Strain,04/11/19,20/12/19
3,F. Delph,Thigh Muscle Strain,06/10/19,24/10/19
4,F. Delph,Groin/Pelvis Injury,03/08/19,31/08/19
5,F. Delph,Knock,17/03/19,08/04/19
6,F. Delph,Illness,21/02/19,08/03/19
7,F. Delph,Suspended,27/12/18,07/01/19
8,F. Delph,Suspended,27/12/18,04/01/19
9,F. Delph,Knock,23/09/18,31/10/18
10,F. Delph,Knock,05/03/18,04/04/18
11,F. Delph,Suspended,21/02/18,05/03/18
12,F. Delph,Suspended,21/02/18,26/02/18
13,F. Delph,Knee Injury,15/01/18,13/02/18
14,F. Delph,Illness,05/12/17,09/12/17
15,F. Delph,Calf/Shin Injury,06/11/17,17/11/17
16,F. Delph,Hamstring,01/10/17,13/10/17
17,F. Delph,Knock,22/07/17,25/08/17
18,F. Delph,Knock,24/04/17,31/05/17
19,F. Delph,Groin/Pelvis Injury,01/09/16,05/01/17
20,F. Delph,Achilles tendonitis,07/02/16,05/04/16
21,F. Delph,Knock,14/11/15,20/11/15
22,F. Delph,Hamstring,09/09/15,02/11/15
23,F. Delph,Hamstring,25/07/15,22/08/15
24,F. Delph,Suspended,29/12/14,11/01/15
25,F. Delph,Suspended,29/12/14,05/01/15
26,F. Delph,Dislocated Shoulder,15/10/14,11/12/14
27,F. Delph,Calf Muscle Strain,04/04/14,08/04/14
28,F. Delph,Suspended,09/12/13,16/12/13
29,F. Delph,Knee Injury,08/11/13,24/11/13
30,F. Delph,Illness,01/11/13,07/11/13
31,F. Delph,Suspended,05/03/13,17/03/13
32,F. Delph,Ankle/Foot Injury,26/01/13,28/01/13
33,F. Delph,Suspended,27/12/12,30/12/12
34,F. Delph,Ankle/Foot Injury,20/02/12,23/04/12
35,F. Delph,Knee Injury,25/01/11,28/01/11
36,F. Delph,Knee Injury,19/04/10,24/12/10
0,N. Subotić,Knock,08/12/19,13/12/19
1,N. Subotić,Knock,19/10/19,25/10/19
2,N. Subotić,Suspended,15/09/19,22/09/19
3,N. Subotić,Knee Injury,12/04/19,31/05/19
4,N. Subotić,Head Injury,06/12/18,15/01/19
5,N. Subotić,Suspended,23/08/18,27/08/18
0,Roberto,Knee Injury,11/02/20,04/03/20
1,Roberto,Shoulder Injury,10/05/17,31/05/17
2,Roberto,Hand Injury,27/02/17,30/03/17
3,Roberto,Arm/Elbow injury,27/05/13,05/08/13
4,Roberto,Back Injury,22/02/13,15/03/13
0,M. Dossevi,Illness,07/02/20,10/02/20
1,M. Dossevi,Thigh Muscle Strain,27/03/19,12/04/19
2,M. Dossevi,Ankle/Foot Injury,11/02/19,22/02/19
3,M. Dossevi,Hamstring,22/01/18,15/02/18
4,M. Dossevi,Knock,04/12/17,14/12/17
5,M. Dossevi,Suspended,16/01/16,18/01/16
6,M. Dossevi,Groin Strain,09/05/14,18/05/14
7,M. Dossevi,Groin Strain,12/09/13,20/09/13
8,M. Dossevi,Sprained Ankle,14/02/13,20/02/13
0,A. Ogbonna,Knee Injury,17/04/18,21/04/18
1,A. Ogbonna,Illness,02/03/18,09/03/18
2,A. Ogbonna,Knee Injury,22/01/17,13/05/17
3,A. Ogbonna,Illness,01/02/16,08/02/16
4,A. Ogbonna,Hamstring,15/09/15,11/10/15
0,I. Traoré,Ankle Ligaments,21/09/19,30/10/19
1,I. Traoré,Thigh Muscle Strain,14/02/19,19/04/19
2,I. Traoré,Thigh Muscle Strain,14/08/18,06/09/18
0,M. Carcela-González,Suspended,09/12/19,22/12/19
1,M. Carcela-González,Suspended,12/08/19,17/08/19
2,M. Carcela-González,Suspended,03/12/18,09/12/18
3,M. Carcela-González,Suspended,07/08/18,19/08/18
4,M. Carcela-González,Thigh Muscle Strain,29/03/17,08/04/17
5,M. Carcela-González,Suspended,05/03/17,12/03/17
6,M. Carcela-González,Virus,12/10/16,18/10/16
7,M. Carcela-González,Suspended,13/04/14,13/04/14
8,M. Carcela-González,Suspended,15/12/13,18/01/14
0,R. Alessandrini,MCL Knee Ligament Injury,25/01/17,03/03/17
1,R. Alessandrini,Ankle/Foot Injury,31/07/16,25/10/16
2,R. Alessandrini,Suspended,07/04/16,18/04/16
3,R. Alessandrini,Knock,07/03/16,08/03/16
4,R. Alessandrini,Ankle/Foot Injury,04/12/15,01/02/16
5,R. Alessandrini,Ankle/Foot Injury,02/11/15,23/11/15
6,R. Alessandrini,Suspended,21/09/15,28/09/15
7,R. Alessandrini,Sprained Ankle,22/01/15,30/01/15
8,R. Alessandrini,Sprained Ankle,29/11/14,17/01/15
9,R. Alessandrini,Sprained Ankle,06/12/13,13/12/13
10,R. Alessandrini,Sprained Ankle,29/11/13,03/12/13
11,R. Alessandrini,Knee Injury,22/08/13,28/09/13
12,R. Alessandrini,Knee Injury,16/02/13,15/07/13
0,O. Ighalo,Knock,14/03/16,18/03/16
1,O. Ighalo,Thigh Muscle Strain,05/11/15,06/11/15
2,O. Ighalo,Knee Injury,30/12/13,18/03/14
3,O. Ighalo,Suspended,16/09/13,23/09/13
4,O. Ighalo,Ankle/Foot Injury,24/08/12,10/10/12
0,D. Drinkwater,Calf/Shin Injury,23/01/20,15/02/20
1,D. Drinkwater,Ankle/Foot Injury,01/09/19,29/11/19
2,D. Drinkwater,Knock,02/11/18,09/03/19
3,D. Drinkwater,Groin/Pelvis Injury,09/04/18,14/05/18
4,D. Drinkwater,Illness,06/12/17,11/12/17
5,D. Drinkwater,Calf/Shin Injury,06/11/17,17/11/17
6,D. Drinkwater,Calf Muscle Strain,10/09/17,25/10/17
7,D. Drinkwater,Thigh Muscle Strain,23/07/17,08/09/17
8,D. Drinkwater,Thigh Muscle Strain,07/05/17,31/05/17
9,D. Drinkwater,Hip/Thigh Injury,19/03/17,31/03/17
10,D. Drinkwater,Knee Injury,09/12/16,25/12/16
11,D. Drinkwater,Suspended,24/11/16,11/12/16
12,D. Drinkwater,Rib Injury,07/11/16,18/11/16
13,D. Drinkwater,Groin Strain,14/10/16,14/10/16
14,D. Drinkwater,Suspended,02/05/16,08/05/16
15,D. Drinkwater,Hamstring,15/12/15,28/12/15
16,D. Drinkwater,Groin Strain,02/01/15,15/01/15
17,D. Drinkwater,Hamstring,18/08/14,30/08/14
0,Claudemir,Suspended,19/05/17,22/05/17
1,Claudemir,Suspended,27/12/15,17/01/16
0,A. Dzagoev,Hamstring,15/06/18,30/06/18
0,D. Janmaat,Knee Injury,25/11/19,01/03/20
1,D. Janmaat,Knee Injury,23/09/18,28/12/18
2,D. Janmaat,Groin Strain,13/08/17,08/09/17
3,D. Janmaat,Toe Injury,22/05/17,11/08/17
4,D. Janmaat,Groin Strain,26/02/17,17/03/17
5,D. Janmaat,Groin Strain,27/12/16,20/01/17
6,D. Janmaat,Unknown,28/11/16,09/11/16
7,D. Janmaat,Shoulder Injury,19/09/16,28/10/16
8,D. Janmaat,Broken Hand,10/04/16,04/05/16
9,D. Janmaat,Suspended,16/08/15,23/08/15
10,D. Janmaat,Suspended,03/05/15,10/05/15
11,D. Janmaat,Calf Muscle Strain,06/04/15,12/04/15
12,D. Janmaat,Knock,01/05/14,15/05/14
13,D. Janmaat,Illness,06/03/14,10/03/14
14,D. Janmaat,Thigh Muscle Strain,08/08/13,23/08/13
15,D. Janmaat,Illness,29/01/13,31/01/13
16,D. Janmaat,Suspended,10/12/12,17/12/12
0,A. Dragović,Suspended,15/12/19,19/12/19
1,A. Dragović,Shoulder Injury,10/05/18,14/05/18
2,A. Dragović,Shoulder Injury,06/05/18,08/05/18
3,A. Dragović,Suspended,15/06/16,19/06/16
0,A. Westwood,Groin/Pelvis Injury,15/12/19,20/12/19
1,A. Westwood,Groin/Pelvis Injury,24/11/19,13/12/19
2,A. Westwood,Suspended,24/11/19,01/12/19
3,A. Westwood,Illness,24/02/19,01/03/19
4,A. Westwood,Calf Muscle Strain,31/01/16,05/02/16
5,A. Westwood,Suspended,29/12/15,03/01/16
6,A. Westwood,Head Injury,03/11/15,20/11/15
7,A. Westwood,Hamstring,30/03/15,14/04/15
8,A. Westwood,MCL Knee Ligament Injury,08/12/14,03/01/15
9,A. Westwood,Suspended,22/12/13,27/12/13
10,A. Westwood,Thigh Muscle Strain,17/09/13,03/10/13
11,A. Westwood,Ankle/Foot Injury,02/01/13,11/01/13
0,D. Latza,Back Injury,09/12/19,24/01/20
1,D. Latza,Knee Injury,21/10/19,24/10/19
2,D. Latza,Knock,21/09/19,04/10/19
3,D. Latza,Calf/Shin Injury,25/02/19,01/03/19
4,D. Latza,Concussion,04/02/19,15/02/19
5,D. Latza,Calf/Shin Injury,16/01/19,25/01/19
6,D. Latza,Inguinal Hernia,23/04/18,20/10/18
0,Victor Sánchez,Knee Injury,02/12/19,13/01/20
1,Victor Sánchez,Suspended,02/12/19,08/12/19
2,Victor Sánchez,Suspended,09/03/19,18/03/19
3,Victor Sánchez,Suspended,02/04/18,09/04/18
4,Victor Sánchez,Suspended,18/12/17,23/12/17
5,Victor Sánchez,Knock,30/09/17,22/10/17
6,Victor Sánchez,Calf Muscle Strain,24/07/17,01/09/17
7,Victor Sánchez,Suspended,09/04/17,17/04/17
8,Victor Sánchez,Hamstring,10/01/17,16/03/17
9,Victor Sánchez,Calf Muscle Strain,17/12/16,05/01/17
10,Victor Sánchez,Suspended,20/04/16,23/04/16
11,Victor Sánchez,Suspended,08/03/16,15/03/16
12,Victor Sánchez,Hamstring,01/02/16,11/02/16
13,Victor Sánchez,Hamstring,31/12/15,25/01/16
14,Victor Sánchez,Suspended,22/11/15,29/11/15
15,Victor Sánchez,Suspended,24/10/15,02/11/15
16,Victor Sánchez,Suspended,18/04/15,26/04/15
17,Victor Sánchez,Suspended,15/02/15,21/02/15
18,Victor Sánchez,Suspended,29/01/14,03/12/14
19,Victor Sánchez,Suspended,27/10/14,03/11/14
20,Victor Sánchez,Suspended,30/03/14,07/04/14
21,Victor Sánchez,Suspended,23/12/13,06/01/14
22,Victor Sánchez,Suspended,11/11/13,25/11/13
23,Victor Sánchez,Suspended,06/10/13,20/10/13
24,Victor Sánchez,Suspended,12/05/13,20/05/13
25,Victor Sánchez,Suspended,01/04/13,08/04/13
26,Victor Sánchez,Suspended,27/01/13,03/02/13
27,Victor Sánchez,Heel Injury,13/01/13,23/01/13
28,Victor Sánchez,Suspended,02/11/12,05/11/12
0,T. Pukki,Thigh Muscle Strain,02/01/20,17/01/20
1,T. Pukki,Ankle/Foot Injury,15/12/19,20/12/19
0,Y. Mallı,Neck Injury,21/11/19,12/12/19
0,Carlos Eduardo,Suspended,31/03/15,13/04/15
1,Carlos Eduardo,Suspended,15/12/14,22/12/14
2,Carlos Eduardo,Calf Muscle Strain,20/11/14,28/11/14
0,C. Tosun,Thigh Muscle Strain,23/01/20,21/02/20
1,C. Tosun,Groin/Pelvis Injury,15/10/19,26/10/19
0,G. Burgstaller,Rib Injury,13/11/19,22/11/19
1,G. Burgstaller,Ankle/Foot Injury,21/02/19,01/03/19
2,G. Burgstaller,Achilles tendonitis,09/01/19,15/02/19
3,G. Burgstaller,Calf Muscle Strain,09/12/18,08/01/19
4,G. Burgstaller,Achilles tendonitis,26/11/18,30/11/18
0,Y. El Arabi,Thigh Muscle Strain,10/04/16,20/04/16
1,Y. El Arabi,Ankle/Foot Injury,20/11/15,27/11/15
2,Y. El Arabi,Suspended,24/02/15,01/03/15
3,Y. El Arabi,Hamstring,04/09/14,19/09/14
0,J. Martin,Thigh Muscle Strain,15/10/19,15/04/20
1,J. Martin,Ankle/Foot Injury,09/05/19,31/05/19
2,J. Martin,Ankle Fracture,20/01/19,05/04/19
3,J. Martin,Suspended,18/10/18,22/10/18
4,J. Martin,Knock,15/05/18,20/05/18
5,J. Martin,Groin Strain,03/12/17,11/12/17
6,J. Martin,Ankle/Foot Injury,28/04/17,07/05/17
7,J. Martin,Suspended,17/04/17,24/04/17
8,J. Martin,Hamstring,04/03/17,17/03/17
9,J. Martin,Hip/Thigh Injury,27/01/17,02/02/17
10,J. Martin,Ankle Ligaments,21/08/16,12/10/16
11,J. Martin,Suspended,16/02/16,22/02/16
12,J. Martin,Calf Muscle Strain,10/09/15,17/09/15
13,J. Martin,Shoulder Injury,01/02/15,31/03/15
14,J. Martin,Suspended,17/01/14,27/01/14
15,J. Martin,Suspended,01/11/13,05/11/13
16,J. Martin,Ankle/Foot Injury,09/08/12,16/08/12
0,P. Herrmann,Thigh Muscle Strain,06/05/19,17/05/19
0,Tomás Pina,Broken Shinbone,08/12/19,09/04/20
1,Tomás Pina,Hamstring,08/10/19,28/10/19
2,Tomás Pina,Suspended,08/04/19,14/04/19
3,Tomás Pina,Suspended,19/01/19,29/01/19
4,Tomás Pina,Thigh Muscle Strain,05/11/18,28/11/18
5,Tomás Pina,Hamstring,17/08/18,26/09/18
6,Tomás Pina,Suspended,22/01/18,29/01/18
7,Tomás Pina,Knee Injury,13/05/16,29/06/16
8,Tomás Pina,Knee Injury,14/04/16,23/04/16
9,Tomás Pina,Knee Injury,01/02/16,12/02/16
10,Tomás Pina,Suspended,05/03/15,18/12/15
11,Tomás Pina,Hamstring,07/05/15,20/05/15
12,Tomás Pina,Suspended,22/12/14,04/01/15
13,Tomás Pina,Sprained Ankle,28/04/14,17/05/14
14,Tomás Pina,Suspended,04/02/14,09/02/14
15,Tomás Pina,Suspended,28/01/13,04/02/13
0,Sergio León,Tonsillitis,03/01/20,16/01/20
1,Sergio León,Knock,03/01/19,09/01/19
2,Sergio León,Ankle/Foot Injury,26/10/18,31/10/18
3,Sergio León,Suspended,20/04/18,23/04/18
4,Sergio León,Suspended,14/05/17,21/05/17
5,Sergio León,Suspended,07/02/16,14/02/16
0,Lucas Pérez,Ankle/Foot Injury,28/01/19,03/02/19
1,Lucas Pérez,Foot Injury,09/12/18,26/12/18
2,Lucas Pérez,Knock,09/08/18,17/08/18
3,Lucas Pérez,Back Injury,04/01/18,12/01/18
4,Lucas Pérez,Thigh Muscle Strain,16/03/17,12/05/17
5,Lucas Pérez,Ankle Ligaments,26/10/16,29/11/16
6,Lucas Pérez,Hamstring,08/03/16,17/03/16
7,Lucas Pérez,Knock,19/02/16,24/02/16
8,Lucas Pérez,Suspended,06/04/15,09/04/15
9,Lucas Pérez,Knee Injury,29/10/14,17/01/15
10,Lucas Pérez,Hamstring,12/08/14,02/10/14
0,Wilson Eduardo,Groin Strain,23/04/15,09/05/15
0,P. Hernández,Hamstring,16/05/18,21/05/18
1,P. Hernández,Suspended,15/04/18,18/04/18
