,Name,Reason,Start Date,End Date
11,J. Rodríguez,Suspended,09/04/15,12/04/15
12,J. Rodríguez,Metatarsal Fracture,05/02/15,03/04/15
13,J. Rodríguez,Calf Muscle Strain,07/12/14,19/12/14
14,J. Rodríguez,Hip/Thigh Injury,16/08/13,22/08/13
0,J. Sancho,Knock,18/12/19,19/12/19
1,J. Sancho,Knock,06/11/19,08/11/19
2,J. Sancho,Knock,09/05/19,10/05/19
3,J. Sancho,Knock,11/04/19,12/04/19
0,K. Havertz,Thigh Muscle Rupture,11/11/19,29/11/19
1,K. Havertz,Illness,24/10/19,28/10/19
2,K. Havertz,Hip/Thigh Injury,03/02/19,07/02/19
0,O. Dembélé,Thigh Muscle Rupture,28/11/19,12/08/20
1,O. Dembélé,Suspended,07/10/19,30/10/19
2,O. Dembélé,Thigh Muscle Strain,19/08/19,23/09/19
3,O. Dembélé,Hamstring,05/05/19,28/05/19
4,O. Dembélé,Thigh Muscle Strain,14/03/19,10/04/19
5,O. Dembélé,Sprained Ankle,21/01/19,07/02/19
6,O. Dembélé,Hamstring,15/01/18,10/02/18
7,O. Dembélé,Thigh Muscle Rupture,17/09/17,03/01/18
0,Kepa,Hamstring,20/02/19,23/02/19
1,Kepa,Toe Injury,15/12/17,03/02/18
2,Kepa,Thigh Muscle Strain,09/01/17,09/03/17
3,Kepa,Hamstring,12/10/16,29/10/16
0,João Cancelo,Knock,12/05/17,20/05/17
1,João Cancelo,Suspended,27/04/17,30/04/17
2,João Cancelo,Suspended,11/12/16,10/01/17
3,João Cancelo,Thigh Muscle Strain,14/03/16,14/04/16
4,João Cancelo,Suspended,29/02/16,03/03/16
5,João Cancelo,Suspended,30/11/15,06/12/15
6,João Cancelo,Suspended,03/02/15,09/02/15
0,D. Alli,Thigh Muscle Strain,04/08/19,31/08/19
1,D. Alli,Hand Injury,11/04/19,16/04/19
2,D. Alli,Hamstring,21/01/19,08/03/19
3,D. Alli,Hamstring,24/12/18,28/12/18
4,D. Alli,Hamstring,28/09/18,28/10/18
5,D. Alli,Knock,10/09/18,21/09/18
6,D. Alli,Thigh Muscle Strain,04/07/18,06/07/18
7,D. Alli,Hip/Thigh Injury,19/06/18,23/06/18
8,D. Alli,Knock,15/04/18,20/04/18
9,D. Alli,Groin/Pelvis Injury,12/03/18,16/03/18
10,D. Alli,Hamstring,03/11/17,17/11/17
11,D. Alli,Knee Injury,04/11/16,18/11/16
12,D. Alli,Suspended,26/04/16,16/05/16
13,D. Alli,Ankle/Foot Injury,29/02/16,01/03/16
14,D. Alli,Suspended,23/11/15,30/11/15
0,L. Hernández,Ankle Ligaments,23/10/19,08/02/20
1,L. Hernández,Knee Injury,29/09/19,14/10/19
2,L. Hernández,Knee Injury,10/02/19,22/05/19
3,L. Hernández,Knee Injury,09/12/18,12/01/19
4,L. Hernández,Hamstring,07/11/18,22/11/18
5,L. Hernández,Suspended,21/05/18,21/08/18
6,L. Hernández,Suspended,16/04/18,20/04/18
7,L. Hernández,Hamstring,19/02/18,02/03/18
8,L. Hernández,Hamstring,29/09/17,12/10/17
9,L. Hernández,Hamstring,12/01/17,20/01/17
10,L. Hernández,Back Injury,22/01/16,04/02/16
0,Arthur,Pubalgia,05/12/19,16/01/20
1,Arthur,Pubalgia,11/05/19,18/05/19
2,Arthur,Hamstring,07/02/19,26/02/19
3,Arthur,Hamstring,26/11/18,10/12/18
0,M. Depay,LCL Knee Ligament Injury,16/12/19,15/05/20
1,M. Depay,Groin/Pelvis Injury,06/11/19,02/12/19
2,M. Depay,Thigh Muscle Strain,18/10/19,22/10/19
3,M. Depay,Knock,29/10/15,02/11/15
4,M. Depay,Groin Strain,14/09/14,21/10/14
5,M. Depay,Toe Injury,26/02/14,28/02/14
6,M. Depay,Suspended,28/10/13,03/11/13
7,M. Depay,Ankle/Foot Injury,01/11/12,07/11/12
0,L. Goretzka,Knock,21/02/20,26/02/20
1,L. Goretzka,Hamstring,15/12/19,11/01/20
2,L. Goretzka,Knock,10/09/19,18/10/19
3,L. Goretzka,Knock,15/08/19,30/08/19
4,L. Goretzka,Ankle/Foot Injury,27/02/19,08/03/19
5,L. Goretzka,Ankle/Foot Injury,26/09/18,02/10/18
0,J. Brandt,Ankle Ligaments,09/02/20,-
0,K. Coman,Knee Injury,12/12/19,30/01/20
1,K. Coman,Hamstring,27/02/19,13/03/19
2,K. Coman,Ankle Ligaments,25/08/18,30/11/18
3,K. Coman,Ankle/Foot Injury,27/06/16,02/07/16
0,S. Gnabry,Achilles tendonitis,05/01/20,18/01/20
1,S. Gnabry,Knock,01/08/19,06/08/19
2,S. Gnabry,Knock,20/01/19,26/01/19
3,S. Gnabry,Hamstring,20/12/18,05/01/19
4,S. Gnabry,Hip/Thigh Injury,22/11/18,30/11/18
5,S. Gnabry,Thigh Muscle Strain,08/08/18,27/08/18
6,S. Gnabry,Knee Injury,02/08/14,22/01/15
7,S. Gnabry,Knee Injury,02/04/14,18/05/14
8,S. Gnabry,Ankle/Foot Injury,27/10/13,05/11/13
0,N. Fekir,Suspended,10/02/20,17/02/20
1,N. Fekir,Suspended,06/01/20,20/01/20
2,N. Fekir,Hamstring,21/09/19,03/10/19
3,N. Fekir,Groin/Pelvis Injury,17/05/19,31/05/19
4,N. Fekir,Concussion,18/02/19,01/03/19
5,N. Fekir,Groin/Pelvis Injury,08/11/18,15/11/18
6,N. Fekir,Ankle/Foot Injury,08/10/18,01/11/18
7,N. Fekir,Ankle Ligaments,03/10/18,06/10/18
8,N. Fekir,Ankle/Foot Injury,24/09/18,28/09/18
9,N. Fekir,Knee Injury,26/02/18,13/04/18
10,N. Fekir,Suspended,10/11/17,20/11/17
11,N. Fekir,Ankle/Foot Injury,22/04/17,27/04/17
12,N. Fekir,Suspended,15/11/16,21/11/16
13,N. Fekir,Suspended,20/10/16,24/10/16
14,N. Fekir,Knee Injury,29/08/16,20/09/16
15,N. Fekir,MCL Knee Ligament Injury,05/09/15,22/03/16
16,N. Fekir,Suspended,26/05/15,08/08/15
17,N. Fekir,Suspended,11/11/14,24/11/14
18,N. Fekir,Dislocated Shoulder,15/08/14,11/09/14
19,N. Fekir,Suspended,29/10/13,09/11/13
0,Luis Alberto,Hamstring,18/04/16,22/04/16
1,Luis Alberto,Pubalgia,02/11/15,03/12/15
2,Luis Alberto,Sprained Ankle,31/08/15,12/09/15
0,J. Pavlenka,Knock,02/09/18,13/09/18
0,S. de Vrij,Illness,07/12/13,10/12/13
1,S. de Vrij,Suspended,12/08/12,19/08/13
2,S. de Vrij,Hamstring,31/08/12,24/10/12
3,S. de Vrij,Ankle/Foot Injury,17/08/12,29/08/12
0,Felipe Anderson,Chest Injury,12/01/20,18/02/20
1,Felipe Anderson,Thigh Muscle Strain,11/08/19,23/08/19
2,Felipe Anderson,Illness,28/04/19,11/05/19
3,Felipe Anderson,Ankle/Foot Injury,28/03/19,07/04/19
0,Pepe,Rib Injury,12/05/17,20/05/17
1,Pepe,Rib Fracture,09/04/17,04/05/17
2,Pepe,Knock,16/03/17,24/03/17
3,Pepe,Calf Muscle Strain,03/01/17,01/02/17
4,Pepe,Hamstring,30/10/16,25/11/16
5,Pepe,Knee Injury,19/09/16,26/09/16
6,Pepe,Knock,15/08/16,24/08/16
7,Pepe,Thigh Muscle Strain,03/07/16,09/07/16
8,Pepe,Suspended,14/03/16,21/03/16
9,Pepe,Knock,25/01/16,01/03/16
10,Pepe,Knock,25/09/15,28/10/15
11,Pepe,Hamstring,01/04/15,10/04/15
12,Pepe,Rib Injury,16/01/15,13/02/15
13,Pepe,Hamstring,19/09/14,30/09/14
14,Pepe,Suspended,17/06/14,24/06/14
15,Pepe,Calf/Shin Injury,08/05/14,09/06/14
16,Pepe,Suspended,15/12/13,23/12/13
17,Pepe,Ankle/Foot Injury,02/01/13,07/02/13
18,Pepe,Suspended,23/12/12,07/01/13
0,João Moutinho,Knock,01/04/18,05/04/18
1,João Moutinho,Thigh Muscle Strain,02/11/17,16/11/17
2,João Moutinho,Hip/Thigh Injury,18/10/16,22/11/16
3,João Moutinho,Hip/Thigh Injury,02/05/16,13/05/16
4,João Moutinho,Ankle/Foot Injury,14/03/16,11/04/16
5,João Moutinho,Suspended,16/02/16,22/02/16
6,João Moutinho,Hip Labrum Tear,04/12/15,09/12/15
7,João Moutinho,Groin Strain,22/09/15,02/10/15
8,João Moutinho,Sprained Ankle,16/08/15,15/09/15
9,João Moutinho,Sprained Ankle,10/02/15,18/02/15
10,João Moutinho,Dislocated Shoulder,23/10/14,30/10/14
11,João Moutinho,Groin/Pelvis Injury,24/03/14,05/04/14
12,João Moutinho,Thigh Muscle Strain,08/08/13,30/08/13
0,S. Ruffier,Broken Finger,25/09/19,18/10/19
1,S. Ruffier,Suspended,20/12/17,18/01/18
2,S. Ruffier,Groin/Pelvis Injury,15/12/16,10/02/17
3,S. Ruffier,Suspended,14/01/14,16/01/14
0,S. Sirigu,Suspended,25/09/16,16/10/16
1,S. Sirigu,Virus,13/08/16,25/08/16
2,S. Sirigu,Illness,29/03/16,05/04/16
3,S. Sirigu,Groin Strain,21/01/16,01/02/16
4,S. Sirigu,Groin Strain,04/01/16,11/01/16
5,S. Sirigu,Ankle/Foot Injury,26/04/15,01/05/15
6,S. Sirigu,Ankle/Foot Injury,01/01/15,12/01/15
7,S. Sirigu,Suspended,03/05/13,15/05/13
8,S. Sirigu,Abdominal Strain,29/11/12,03/12/12
0,Sokratis,Head Injury,27/12/19,31/12/19
1,Sokratis,Suspended,08/04/19,22/04/19
2,Sokratis,Ankle/Foot Injury,26/01/19,23/02/19
3,Sokratis,Ankle/Foot Injury,29/10/18,07/11/18
4,Sokratis,Ankle/Foot Injury,17/10/18,24/10/18
5,Sokratis,Knock,25/09/18,28/09/18
6,Sokratis,Suspended,09/06/12,13/06/12
0,Lucas Leiva,Knock,08/05/17,13/05/17
1,Lucas Leiva,Knock,17/04/17,22/04/17
2,Lucas Leiva,Hamstring,21/07/16,25/08/16
3,Lucas Leiva,Thigh Muscle Strain,29/02/16,09/04/16
4,Lucas Leiva,Suspended,22/11/15,30/11/15
5,Lucas Leiva,Knock,15/04/15,01/05/15
6,Lucas Leiva,Groin Strain,08/02/15,21/03/15
7,Lucas Leiva,MCL Knee Ligament Injury,19/01/14,13/03/14
8,Lucas Leiva,Suspended,30/09/13,06/10/13
9,Lucas Leiva,Hip/Thigh Injury,27/08/12,30/11/12
10,Lucas Leiva,MCL Knee Ligament Injury,29/11/11,31/07/12
11,Lucas Leiva,Suspended,16/10/11,23/10/11
0,M. Özil,Ankle/Foot Injury,16/12/19,25/12/19
1,M. Özil,Ankle/Foot Injury,16/12/19,23/12/19
2,M. Özil,Knee Injury,28/12/18,11/01/19
3,M. Özil,Back Injury,30/11/18,12/12/18
4,M. Özil,Back Injury,06/10/18,21/10/18
5,M. Özil,Illness,23/08/18,01/09/18
6,M. Özil,Back Injury,05/05/18,14/05/18
7,M. Özil,Illness,20/04/18,25/04/18
8,M. Özil,Knee Injury,04/01/18,19/01/18
9,M. Özil,Knee Injury,30/12/17,03/01/18
10,M. Özil,Illness,25/11/17,28/11/17
11,M. Özil,Knee Injury,27/09/17,13/10/17
12,M. Özil,Knee Injury,10/09/17,24/09/17
13,M. Özil,Ankle/Foot Injury,31/07/17,10/08/17
14,M. Özil,Hamstring,18/03/17,25/03/17
15,M. Özil,Illness,27/12/16,04/01/17
16,M. Özil,Hip/Thigh Injury,06/05/16,14/05/16
17,M. Özil,Ankle/Foot Injury,15/01/16,23/01/16
18,M. Özil,Illness,20/03/15,24/03/15
19,M. Özil,ACL Knee Ligament Injury,06/10/14,06/01/15
20,M. Özil,Hamstring,12/03/14,18/04/14
21,M. Özil,Knock,20/02/14,27/02/14
22,M. Özil,Shoulder Injury,28/12/13,03/01/14
23,M. Özil,Sprained Ankle,09/05/13,16/05/13
24,M. Özil,Suspended,28/01/13,03/02/13
25,M. Özil,Ankle/Foot Injury,24/06/10,26/06/10
0,Javi Martínez,Thigh Muscle Strain,22/12/19,17/02/20
1,Javi Martínez,Suspended,08/12/19,15/12/19
2,Javi Martínez,Thigh Muscle Strain,23/10/19,01/11/19
3,Javi Martínez,Knee Injury,03/08/19,23/08/19
4,Javi Martínez,Calf/Shin Injury,09/05/19,25/05/19
0,Y. Sommer,Virus,05/10/19,05/10/19
1,Y. Sommer,Hand Injury,07/11/18,09/11/18
0,E. Džeko,Calf Muscle Strain,12/12/14,07/01/15
1,E. Džeko,Calf Muscle Strain,09/11/14,06/12/14
2,E. Džeko,Illness,21/03/14,24/03/14
0,G. Wijnaldum,Knock,15/12/19,20/12/19
1,G. Wijnaldum,Back Injury,11/04/19,13/04/19
2,G. Wijnaldum,Knee Injury,01/02/19,08/02/19
3,G. Wijnaldum,Knock,13/01/19,29/01/19
4,G. Wijnaldum,Knock,23/09/18,28/09/18
5,G. Wijnaldum,Illness,23/02/18,09/03/18
6,G. Wijnaldum,Knee Injury,20/10/17,27/10/17
7,G. Wijnaldum,Hamstring,11/10/16,21/10/16
8,G. Wijnaldum,Knee Injury,17/09/16,23/09/16
9,G. Wijnaldum,Knee Injury,11/10/14,23/10/14
10,G. Wijnaldum,Back Injury,25/02/14,26/03/14
11,G. Wijnaldum,Illness,12/02/14,24/02/14
12,G. Wijnaldum,Back Injury,18/09/13,09/02/14
0,I. Perišić,Ankle Fracture,04/02/20,07/03/20
1,I. Perišić,Virus,27/09/19,01/10/19
2,I. Perišić,Suspended,27/05/19,17/08/19
0,M. Mandžukić,Knock,19/06/16,23/06/16
1,M. Mandžukić,Knee Injury,21/05/15,09/10/15
2,M. Mandžukić,Unknown,05/04/15,13/04/15
3,M. Mandžukić,Sprained Ankle,20/03/15,27/03/15
4,M. Mandžukić,Suspended,09/03/15,15/03/15
5,M. Mandžukić,Suspended,15/12/14,22/12/14
6,M. Mandžukić,Broken Nose,18/09/14,26/09/14
7,M. Mandžukić,Suspended,11/06/14,13/06/14
0,A. Vidal,Suspended,03/04/19,07/04/19
0,J. Boateng,Suspended,03/11/19,24/11/19
1,J. Boateng,Illness,22/08/19,30/08/19
2,J. Boateng,Knee Injury,27/04/19,03/05/19
3,J. Boateng,Illness,24/01/19,26/01/19
4,J. Boateng,Suspended,24/06/18,28/06/18
5,J. Boateng,Suspended,14/06/12,18/06/12
6,J. Boateng,Knee Injury,28/03/11,30/06/11
7,J. Boateng,Knee Injury,18/08/10,29/08/10
8,J. Boateng,Back Injury,24/06/10,26/06/10
0,Azpilicueta,Thigh Muscle Strain,23/12/19,25/12/19
1,Azpilicueta,Hamstring,12/01/15,19/01/15
2,Azpilicueta,Suspended,19/10/14,02/11/14
3,Azpilicueta,Suspended,19/10/14,29/10/14
0,I. Gündoğan,Suspended,01/12/19,05/12/19
1,I. Gündoğan,Illness,08/09/19,13/09/19
2,I. Gündoğan,Knock,26/04/19,27/04/19
3,I. Gündoğan,Knock,27/12/18,02/01/19
4,I. Gündoğan,Foot Injury,25/11/18,30/11/18
5,I. Gündoğan,Hamstring,03/10/18,06/11/18
6,I. Gündoğan,Knock,25/10/17,27/10/17
7,I. Gündoğan,Knee Injury,22/09/17,26/09/17
8,I. Gündoğan,Knock,26/08/17,08/09/17
9,I. Gündoğan,Knee Injury,15/12/16,20/07/17
10,I. Gündoğan,Knee Injury,01/08/16,25/08/16
0,Paulinho,Calf Muscle Strain,17/03/14,21/03/14
1,Paulinho,Ankle Ligaments,30/12/13,22/01/14
2,Paulinho,Suspended,16/12/13,27/12/13
3,Paulinho,Suspended,16/12/13,19/12/13
4,Paulinho,Ankle/Foot Injury,21/06/13,25/06/13
0,K. Walker,Knock,07/10/19,25/10/19
1,K. Walker,Groin/Pelvis Injury,17/10/18,23/10/18
2,K. Walker,Knock,04/07/18,06/07/18
3,K. Walker,Suspended,22/08/17,27/08/17
4,K. Walker,Ankle/Foot Injury,15/05/17,31/05/17
5,K. Walker,Suspended,29/12/16,02/01/17
6,K. Walker,Ankle/Foot Injury,06/04/15,01/06/15
7,K. Walker,Groin/Pelvis Injury,13/08/14,10/12/14
8,K. Walker,Groin/Pelvis Injury,17/03/14,17/06/14
9,K. Walker,Hip/Thigh Injury,18/02/14,06/03/14
10,K. Walker,Suspended,27/12/13,30/12/13
0,Canales,Ankle/Foot Injury,30/04/19,31/05/19
1,Canales,Ankle/Foot Injury,14/04/19,23/04/19
2,Canales,Sprained Ankle,08/04/19,12/04/19
3,Canales,Suspended,26/11/18,03/12/18
4,Canales,Ankle/Foot Injury,09/02/17,18/02/17
5,Canales,Knee Injury,19/08/16,27/08/16
6,Canales,ACL Knee Ligament Injury,31/12/15,19/07/16
7,Canales,Sprained Ankle,01/02/15,06/02/15
8,Canales,Hamstring,06/05/13,25/05/13
9,Canales,Hamstring,21/04/13,01/05/13
10,Canales,MCL Knee Ligament Injury,25/04/12,18/01/13
0,Douglas Costa,Hamstring,23/06/18,05/07/18
0,Pizzi,Suspended,04/05/14,12/05/14
1,Pizzi,Suspended,30/04/13,05/05/13
2,Pizzi,Suspended,11/11/12,19/11/12
0,D. Tadić,Broken Nose,14/11/16,08/12/16
1,D. Tadić,Groin Strain,26/04/15,01/07/15
2,D. Tadić,Groin Strain,14/12/14,22/12/14
3,D. Tadić,Suspended,31/03/13,07/04/13
0,R. Mahrez,Knock,14/10/15,16/10/15
0,Felipe,Suspended,02/02/20,09/02/20
0,Fabián,Ankle/Foot Injury,27/11/17,09/12/17
1,Fabián,Virus,26/10/16,02/11/16
2,Fabián,Abdominal Strain,01/02/16,19/02/16
0,G. Lo Celso,Thigh Muscle Strain,03/02/20,15/02/20
1,G. Lo Celso,Groin/Pelvis Injury,07/09/19,21/10/19
2,G. Lo Celso,Suspended,22/04/19,25/04/19
3,G. Lo Celso,Suspended,18/01/19,25/01/19
0,T. Alexander-Arnold,Illness,22/10/19,26/10/19
1,T. Alexander-Arnold,Back Injury,18/03/19,30/03/19
2,T. Alexander-Arnold,Knee Injury,13/01/19,08/02/19
3,T. Alexander-Arnold,Foot Injury,13/12/18,25/12/18
4,T. Alexander-Arnold,Illness,23/09/18,28/09/18
5,T. Alexander-Arnold,Knock,29/04/18,02/05/18
6,T. Alexander-Arnold,Knock,25/08/17,26/08/17
0,A. Milik,Abdominal Strain,09/10/15,27/10/15
1,A. Milik,ACL Knee Ligament Injury,30/03/15,22/04/15
2,A. Milik,Thigh Muscle Strain,02/03/15,10/03/15
0,A. Martial,Knock,04/12/19,06/12/19
1,A. Martial,Thigh Muscle Strain,25/08/19,19/10/19
2,A. Martial,Knock,29/04/19,11/05/19
3,A. Martial,Knee Injury,18/03/19,29/03/19
4,A. Martial,Groin Strain,13/02/19,09/03/19
5,A. Martial,Knock,26/01/19,02/02/19
6,A. Martial,Illness,23/12/18,29/12/18
7,A. Martial,Hamstring,06/12/18,15/12/18
8,A. Martial,Knock,12/05/18,18/05/18
9,A. Martial,Hip/Thigh Injury,02/03/18,12/03/18
10,A. Martial,Knock,25/12/17,29/12/17
11,A. Martial,Knock,10/03/17,18/03/17
12,A. Martial,Ankle/Foot Injury,24/10/16,02/11/16
13,A. Martial,Calf/Shin Injury,23/09/16,29/09/16
14,A. Martial,Hamstring,07/05/16,09/05/16
15,A. Martial,Hamstring,26/02/16,01/03/16
16,A. Martial,Ankle/Foot Injury,18/11/15,24/11/15
17,A. Martial,Head Injury,22/09/14,26/09/14
18,A. Martial,Sprained Ankle,23/12/13,25/01/14
0,J. Tah,Suspended,01/12/19,15/12/19
1,J. Tah,Illness,01/12/18,07/12/18
2,J. Tah,Knock,26/10/18,27/10/18
0,C. Tolisso,Knock,08/12/19,11/01/20
1,C. Tolisso,Knee Injury,26/04/19,03/05/19
2,C. Tolisso,ACL Knee Ligament Injury,16/09/18,19/04/19
3,C. Tolisso,Knock,05/05/17,10/05/17
4,C. Tolisso,Suspended,06/02/17,13/02/17
5,C. Tolisso,Knock,19/12/16,31/12/16
6,C. Tolisso,Hip/Thigh Injury,02/05/16,05/08/16
7,C. Tolisso,Hamstring,15/02/16,07/03/16
8,C. Tolisso,Groin Strain,09/05/14,30/05/14
0,Gonçalo Guedes,Ankle/Foot Injury,15/10/19,03/02/20
1,Gonçalo Guedes,Pubalgia,09/12/18,09/02/19
2,Gonçalo Guedes,Hamstring,08/10/18,26/10/18
3,Gonçalo Guedes,Hamstring,28/01/18,07/02/18
4,Gonçalo Guedes,Metatarsal Fracture,27/11/17,15/12/17
0,N. Pépé,Knee Injury,10/12/19,14/12/19
1,N. Pépé,Ankle/Foot Injury,05/05/17,11/05/17
0,M. Akanji,Ankle Ligaments,08/09/19,13/09/19
1,M. Akanji,Hamstring,19/12/18,23/02/19
2,M. Akanji,Knee Injury,01/12/18,07/12/18
3,M. Akanji,Hip/Thigh Injury,16/10/18,02/11/18
0,M. Rashford,Back Injury,16/01/20,19/04/20
1,M. Rashford,Groin/Pelvis Injury,23/09/19,29/09/19
2,M. Rashford,Unknown,29/04/19,04/04/19
3,M. Rashford,Ankle/Foot Injury,18/03/19,26/03/19
4,M. Rashford,Ankle/Foot Injury,25/02/19,26/02/19
5,M. Rashford,Groin/Pelvis Injury,31/12/18,01/01/19
6,M. Rashford,Knock,02/12/18,04/12/18
7,M. Rashford,Knock,19/11/18,23/11/18
8,M. Rashford,Suspended,03/09/18,27/09/18
0,J. Stones,Foot Injury,19/01/20,25/01/20
1,J. Stones,Knock,08/12/19,03/01/20
2,J. Stones,Thigh Muscle Strain,15/09/19,14/10/19
3,J. Stones,Thigh Muscle Strain,16/08/19,13/09/19
4,J. Stones,Groin/Pelvis Injury,03/03/19,29/03/19
5,J. Stones,Groin Strain,17/02/19,01/03/19
6,J. Stones,Groin Strain,06/04/18,05/05/18
7,J. Stones,Concussion,29/03/18,04/04/18
8,J. Stones,Illness,30/01/18,09/02/18
9,J. Stones,Hamstring,19/11/17,30/12/17
10,J. Stones,Knock,14/04/17,12/05/17
11,J. Stones,Knee Injury,27/12/16,30/12/16
12,J. Stones,Hamstring,01/02/16,16/02/16
13,J. Stones,Knee Injury,23/09/15,15/10/15
14,J. Stones,Ankle/Foot Injury,03/08/15,07/08/15
15,J. Stones,Ankle/Foot Injury,27/12/14,05/01/15
16,J. Stones,Ankle Ligaments,06/10/14,14/12/14
0,A. Rabiot,Suspended,04/10/18,08/10/18
1,A. Rabiot,Knock,26/04/18,02/05/18
2,A. Rabiot,Hip/Thigh Injury,02/02/18,07/02/18
3,A. Rabiot,Thigh Muscle Strain,10/12/17,02/01/18
4,A. Rabiot,Gashed Leg,18/04/17,24/04/17
5,A. Rabiot,Illness,02/03/17,06/03/17
6,A. Rabiot,Hip/Thigh Injury,16/11/16,31/12/16
7,A. Rabiot,Suspended,28/04/16,02/05/16
8,A. Rabiot,Knee Injury,17/09/15,20/09/15
9,A. Rabiot,Suspended,08/08/15,17/08/15
10,A. Rabiot,Ankle/Foot Injury,18/07/14,12/09/14
11,A. Rabiot,Knee Injury,17/01/14,08/02/14
12,A. Rabiot,Knee Injury,06/12/13,13/12/13
13,A. Rabiot,Suspended,18/01/13,21/01/13
14,A. Rabiot,Unknown,10/08/12,13/08/12
0,Grimaldo,Suspended,26/04/15,04/05/15
0,T. Werner,Knock,05/11/19,08/11/19
1,T. Werner,Hip/Thigh Injury,23/10/19,25/10/19
2,T. Werner,Illness,28/01/19,07/02/19
3,T. Werner,Toe Injury,04/11/18,10/11/18
4,T. Werner,Thigh Muscle Strain,16/09/18,22/09/18
0,T. Lemar,Hamstring,19/02/20,-
1,T. Lemar,Virus,25/01/20,30/01/20
2,T. Lemar,Hamstring,31/12/19,23/01/20
3,T. Lemar,Hamstring,19/09/19,27/09/19
4,T. Lemar,Hamstring,31/03/19,19/04/19
5,T. Lemar,Achilles tendonitis,14/12/18,03/01/19
6,T. Lemar,Hamstring,04/11/18,22/11/18
7,T. Lemar,Thigh Muscle Strain,27/01/18,05/02/18
8,T. Lemar,Shoulder Injury,02/11/17,05/12/17
9,T. Lemar,Thigh Muscle Strain,10/09/17,20/09/17
10,T. Lemar,Ankle/Foot Injury,24/08/16,12/09/16
11,T. Lemar,Hip/Thigh Injury,25/01/16,04/02/16
12,T. Lemar,Sprained Ankle,23/10/15,04/12/15
13,T. Lemar,Knee Injury,19/12/14,31/12/14
0,D. Sánchez,Ankle/Foot Injury,12/09/19,17/09/19
1,D. Sánchez,Knock,05/05/19,31/05/19
2,D. Sánchez,Hamstring,07/11/18,22/12/18
3,D. Sánchez,Suspended,03/12/17,17/12/17
0,Marco Asensio,LCL Knee Ligament Injury,24/07/19,25/03/20
1,Marco Asensio,Hamstring,23/12/18,25/01/19
2,Marco Asensio,Thigh Muscle Strain,20/12/18,21/12/18
3,Marco Asensio,Hip/Thigh Injury,24/11/17,05/12/17
4,Marco Asensio,Suspended,15/02/15,22/02/15
0,L. Digne,Groin/Pelvis Injury,08/12/19,14/12/19
1,L. Digne,Foot Injury,22/04/19,26/04/19
2,L. Digne,Hamstring,24/03/19,29/03/19
3,L. Digne,Knock,13/08/18,24/08/18
4,L. Digne,Hamstring,28/03/18,16/04/18
5,L. Digne,Knee Injury,16/10/14,20/10/14
6,L. Digne,Sprained Ankle,06/12/13,13/12/13
7,L. Digne,Suspended,08/04/13,16/04/13
8,L. Digne,Suspended,26/02/13,01/03/13
9,L. Digne,Knee Injury,29/10/12,12/11/12
10,L. Digne,Knee Injury,11/10/12,18/10/12
0,J. Draxler,Illness,14/12/19,20/12/19
1,J. Draxler,Suspended,17/12/19,19/12/19
2,J. Draxler,Foot Injury,23/08/19,15/10/19
3,J. Draxler,Groin/Pelvis Injury,07/03/19,02/04/19
4,J. Draxler,Thigh Muscle Strain,28/09/18,02/10/18
5,J. Draxler,Thigh Muscle Strain,02/05/18,07/05/18
6,J. Draxler,Knee Injury,05/04/18,10/04/18
7,J. Draxler,Back Injury,29/01/18,05/02/18
8,J. Draxler,Illness,08/10/17,13/10/17
9,J. Draxler,Knock,13/04/17,20/04/17
0,J. Pickford,Knock,29/08/17,08/09/17
1,J. Pickford,Knee Injury,27/12/16,24/02/17
2,J. Pickford,Suspended,11/01/15,15/01/15
0,Y. Carrasco,Knee Injury,20/10/17,16/11/17
1,Y. Carrasco,Shoulder Injury,26/04/17,01/05/17
2,Y. Carrasco,Suspended,20/03/17,02/04/17
3,Y. Carrasco,Achilles tendonitis,02/01/17,13/01/17
4,Y. Carrasco,Ankle/Foot Injury,24/04/16,02/05/16
5,Y. Carrasco,Knock,28/03/16,04/04/16
6,Y. Carrasco,Suspended,13/03/16,20/03/16
7,Y. Carrasco,Sprained Ankle,15/02/16,02/03/16
8,Y. Carrasco,Sprained Ankle,11/03/15,16/03/15
9,Y. Carrasco,Suspended,03/02/15,05/02/15
10,Y. Carrasco,Sprained Ankle,08/11/14,20/11/14
11,Y. Carrasco,Sprained Ankle,29/11/13,19/12/13
0,Borja Iglesias,Ankle/Foot Injury,19/08/19,30/08/19
1,Borja Iglesias,Suspended,03/03/19,09/03/19
2,Borja Iglesias,Suspended,14/01/18,20/01/18
0,K. Casteels,Broken Shinbone,01/09/19,22/11/19
1,K. Casteels,Thigh Muscle Rupture,06/04/19,02/08/19
0,W. Zaha,Knock,02/01/20,10/01/20
1,W. Zaha,Ankle/Foot Injury,27/09/19,27/09/19
2,W. Zaha,Hamstring,10/03/19,29/03/19
3,W. Zaha,Suspended,31/01/19,03/02/19
4,W. Zaha,Suspended,09/12/18,16/12/18
5,W. Zaha,Shoulder Injury,29/10/18,03/11/18
6,W. Zaha,Groin/Pelvis Injury,12/10/18,20/10/18
7,W. Zaha,Groin Strain,27/08/18,14/09/18
8,W. Zaha,Knee Injury,19/03/18,30/03/18
9,W. Zaha,Knee Injury,08/02/18,09/03/18
10,W. Zaha,Knee Injury,13/08/17,13/10/17
