,Name,Competitiion,Trophie,Season
5,Lucas Moura,Coupe de France,Winner,2016/2017
6,Lucas Moura,Coupe de France,Winner,2015/2016
7,Lucas Moura,Coupe de France,Winner,2014/2015
8,Lucas Moura,Coupe de la Ligue,Winner,2016/2017
9,Lucas Moura,Coupe de la Ligue,Winner,2015/2016
10,Lucas Moura,Coupe de la Ligue,Winner,2014/2015
11,Lucas Moura,Coupe de la Ligue,Winner,2013/2014
12,Lucas Moura,Trophée des Champions,Winner,2017/2018
13,Lucas Moura,Trophée des Champions,Winner,2016/2017
14,Lucas Moura,Trophée des Champions,Winner,2015/2016
15,Lucas Moura,Trophée des Champions,Winner,2014/2015
16,Lucas Moura,Trophée des Champions,Winner,2013/2014
17,Lucas Moura,Confederations Cup,Winner,2013 Brazil
18,Lucas Moura,Olympics,Runner-up,2012 London
19,Lucas Moura,Sudamericano U20,Winner,Peru 2011
20,Lucas Moura,UEFA Champions League,Runner-up,2018/2019
21,Lucas Moura,CONMEBOL Sudamericana,Winner,2012
22,Lucas Moura,Audi Cup,Winner,2019
23,Lucas Moura,International Champions Cup,Winner,2018
0,F. Thauvin,World Cup,Winner,2018 Russia
1,F. Thauvin,U20 World Cup,Winner,2013 Turkey
2,F. Thauvin,Ligue 2,Winner,2011/2012
3,F. Thauvin,Coupe de France,Runner-up,2015/2016
4,F. Thauvin,UEFA Europa League,Runner-up,2017/2018
0,Jorginho,Serie A,Runner-up,2017/2018
1,Jorginho,Serie A,Runner-up,2015/2016
2,Jorginho,Serie B,Runner-up,2012/2013
3,Jorginho,Coppa Italia,Winner,2013/2014
4,Jorginho,League Cup,Runner-up,2018/2019
5,Jorginho,Super Cup,Winner,2014/2015
6,Jorginho,Community Shield,Runner-up,2018/2019
7,Jorginho,UEFA Europa League,Winner,2018/2019
8,Jorginho,UEFA Super Cup,Runner-up,2019/2020
0,G. Buffon,World Cup,Winner,2006 Germany
1,G. Buffon,European Championship,Runner-up,2012 Poland/Ukraine
2,G. Buffon,Serie A,Winner,2017/2018
3,G. Buffon,Serie A,Winner,2016/2017
4,G. Buffon,Serie A,Winner,2015/2016
5,G. Buffon,Serie A,Winner,2014/2015
6,G. Buffon,Serie A,Winner,2013/2014
7,G. Buffon,Serie A,Winner,2012/2013
8,G. Buffon,Serie A,Winner,2011/2012
9,G. Buffon,Serie A,Winner,2004/2005
10,G. Buffon,Serie A,Winner,2002/2003
11,G. Buffon,Serie A,Winner,2001/2002
12,G. Buffon,Serie A,Runner-up,2008/2009
13,G. Buffon,Serie A,Runner-up,1996/1997
14,G. Buffon,Ligue 1,Winner,2018/2019
15,G. Buffon,Serie B,Winner,2006/2007
16,G. Buffon,Coppa Italia,Winner,2017/2018
17,G. Buffon,Coppa Italia,Winner,2016/2017
18,G. Buffon,Coppa Italia,Winner,2015/2016
19,G. Buffon,Coppa Italia,Winner,2014/2015
20,G. Buffon,Coppa Italia,Winner,1998/1999
21,G. Buffon,Coppa Italia,Runner-up,2011/2012
22,G. Buffon,Coppa Italia,Runner-up,2003/2004
23,G. Buffon,Coppa Italia,Runner-up,2001/2002
24,G. Buffon,Coppa Italia,Runner-up,1994/1995
25,G. Buffon,Coupe de France,Runner-up,2018/2019
26,G. Buffon,Super Cup,Winner,2015/2016
27,G. Buffon,Super Cup,Winner,2013/2014
28,G. Buffon,Super Cup,Winner,2012/2013
29,G. Buffon,Super Cup,Winner,2003/2004
30,G. Buffon,Super Cup,Winner,2002/2003
31,G. Buffon,Super Cup,Winner,1999/2000
32,G. Buffon,Super Cup,Runner-up,2017/2018
33,G. Buffon,Super Cup,Runner-up,2016/2017
34,G. Buffon,Super Cup,Runner-up,2014/2015
35,G. Buffon,Super Cup,Runner-up,2005/2006
36,G. Buffon,Super Cup,Runner-up,1995/1996
37,G. Buffon,Trophée des Champions,Winner,2018/2019
38,G. Buffon,UEFA Champions League,Runner-up,2016/2017
39,G. Buffon,UEFA Champions League,Runner-up,2014/2015
40,G. Buffon,UEFA Champions League,Runner-up,2002/2003
41,G. Buffon,UEFA Europa League,Winner,1998/1999
42,G. Buffon,UEFA Europa League,Winner,1994/1995
0,Casillas,World Cup,Winner,2010 South Africa
1,Casillas,European Championship,Winner,2012 Poland/Ukraine
2,Casillas,European Championship,Winner,2008 Austria/Switzerland
3,Casillas,Confederations Cup,Runner-up,2013 Brazil
4,Casillas,EC Qualification,Winner,2008 Austria/Switzerland
5,Casillas,La Liga,Winner,2011/2012
6,Casillas,La Liga,Winner,2007/2008
7,Casillas,La Liga,Winner,2006/2007
8,Casillas,La Liga,Winner,2002/2003
9,Casillas,La Liga,Winner,2000/2001
10,Casillas,La Liga,Runner-up,2014/2015
11,Casillas,La Liga,Runner-up,2012/2013
12,Casillas,La Liga,Runner-up,2010/2011
13,Casillas,La Liga,Runner-up,2009/2010
14,Casillas,La Liga,Runner-up,2008/2009
15,Casillas,La Liga,Runner-up,2005/2006
16,Casillas,La Liga,Runner-up,2004/2005
17,Casillas,Primeira Liga,Winner,2017/2018
18,Casillas,Primeira Liga,Runner-up,2018/2019
19,Casillas,Primeira Liga,Runner-up,2016/2017
20,Casillas,Taça de Portugal,Runner-up,2018/2019
21,Casillas,Taça de Portugal,Runner-up,2015/2016
22,Casillas,Copa del Rey,Winner,2013/2014
23,Casillas,Copa del Rey,Winner,2010/2011
24,Casillas,Copa del Rey,Runner-up,2012/2013
25,Casillas,Copa del Rey,Runner-up,2003/2004
26,Casillas,Copa del Rey,Runner-up,2001/2002
27,Casillas,Taça da Liga,Runner-up,2018/2019
28,Casillas,Super Cup,Winner,2018/2019
29,Casillas,Super Cup,Winner,2012/2013
30,Casillas,Super Cup,Winner,2008/2009
31,Casillas,Super Cup,Winner,2003/2004
32,Casillas,Super Cup,Winner,2001/2002
33,Casillas,Super Cup,Runner-up,2014/2015
34,Casillas,Super Cup,Runner-up,2011/2012
35,Casillas,Super Cup,Runner-up,2007/2008
36,Casillas,UEFA Champions League,Winner,2013/2014
37,Casillas,UEFA Champions League,Winner,2001/2002
38,Casillas,UEFA Champions League,Winner,1999/2000
39,Casillas,UEFA Super Cup,Winner,2014/2015
40,Casillas,UEFA Super Cup,Winner,2002/2003
41,Casillas,UEFA Super Cup,Runner-up,2000/2001
42,Casillas,FIFA Club World Cup,Winner,2014 Morocco
43,Casillas,Emirates Cup,Runner-up,2008
44,Casillas,Algarve Football Cup,Runner-up,2018
45,Casillas,Inter Continental Cup,Winner,2002
46,Casillas,Inter Continental Cup,Runner-up,2000
47,Casillas,International Champions Cup,Winner,2013
0,R. Jarstein,Eliteserien,Winner,2009
1,R. Jarstein,NM Cupen,Runner-up,2002
2,R. Jarstein,Super Cup,Winner,2010
0,V. Kompany,Premier League,Winner,2018/2019
1,V. Kompany,Premier League,Winner,2017/2018
2,V. Kompany,Premier League,Winner,2013/2014
3,V. Kompany,Premier League,Winner,2011/2012
4,V. Kompany,Premier League,Runner-up,2014/2015
5,V. Kompany,Premier League,Runner-up,2012/2013
6,V. Kompany,First Division A,Winner,2005/2006
7,V. Kompany,First Division A,Winner,2003/2004
8,V. Kompany,First Division A,Runner-up,2004/2005
9,V. Kompany,FA Cup,Winner,2018/2019
10,V. Kompany,FA Cup,Winner,2010/2011
11,V. Kompany,FA Cup,Runner-up,2012/2013
12,V. Kompany,League Cup,Winner,2018/2019
13,V. Kompany,League Cup,Winner,2017/2018
14,V. Kompany,League Cup,Winner,2015/2016
15,V. Kompany,League Cup,Winner,2013/2014
16,V. Kompany,Super Cup,Runner-up,2004/2005
17,V. Kompany,Community Shield,Winner,2018/2019
18,V. Kompany,Community Shield,Winner,2012/2013
19,V. Kompany,Community Shield,Runner-up,2014/2015
20,V. Kompany,Community Shield,Runner-up,2011/2012
21,V. Kompany,Audi Cup,Runner-up,2013
22,V. Kompany,Emirates Cup,Winner,2008
0,Raúl Albiol,World Cup,Winner,2010 South Africa
1,Raúl Albiol,European Championship,Winner,2012 Poland/Ukraine
2,Raúl Albiol,European Championship,Winner,2008 Austria/Switzerland
3,Raúl Albiol,Confederations Cup,Runner-up,2013 Brazil
4,Raúl Albiol,EC Qualification,Winner,2008 Austria/Switzerland
5,Raúl Albiol,La Liga,Winner,2011/2012
6,Raúl Albiol,La Liga,Runner-up,2012/2013
7,Raúl Albiol,La Liga,Runner-up,2010/2011
8,Raúl Albiol,La Liga,Runner-up,2009/2010
9,Raúl Albiol,Serie A,Runner-up,2018/2019
10,Raúl Albiol,Serie A,Runner-up,2017/2018
11,Raúl Albiol,Serie A,Runner-up,2015/2016
12,Raúl Albiol,Coppa Italia,Winner,2013/2014
13,Raúl Albiol,Copa del Rey,Winner,2010/2011
14,Raúl Albiol,Copa del Rey,Winner,2007/2008
15,Raúl Albiol,Copa del Rey,Runner-up,2012/2013
16,Raúl Albiol,Super Cup,Winner,2014/2015
17,Raúl Albiol,Super Cup,Winner,2012/2013
18,Raúl Albiol,Super Cup,Runner-up,2011/2012
19,Raúl Albiol,Super Cup,Runner-up,2008/2009
0,F. Quagliarella,Serie A,Winner,2013/2014
1,F. Quagliarella,Serie A,Winner,2012/2013
2,F. Quagliarella,Serie A,Winner,2011/2012
3,F. Quagliarella,Coppa Italia,Runner-up,2011/2012
4,F. Quagliarella,Super Cup,Winner,2013/2014
5,F. Quagliarella,Super Cup,Winner,2012/2013
6,F. Quagliarella,Trofeo Joan Gamper,Runner-up,2016
0,K. Schmeichel,Premier League,Winner,2015/2016
1,K. Schmeichel,Championship,Winner,2013/2014
2,K. Schmeichel,League Two,Winner,2009/2010
3,K. Schmeichel,Community Shield,Runner-up,2016/2017
4,K. Schmeichel,Premier League Asia Trophy,Runner-up,2017
0,Falcao,Ligue 1,Winner,2016/2017
1,Falcao,Ligue 1,Runner-up,2017/2018
2,Falcao,Ligue 1,Runner-up,2013/2014
3,Falcao,Primeira Liga,Winner,2010/2011
4,Falcao,Superliga,Winner,2007/2008 Clausura
5,Falcao,Taça de Portugal,Winner,2010/2011
6,Falcao,Taça de Portugal,Winner,2009/2010
7,Falcao,Copa del Rey,Winner,2012/2013
8,Falcao,Coupe de la Ligue,Runner-up,2017/2018
9,Falcao,Coupe de la Ligue,Runner-up,2016/2017
10,Falcao,Taça da Liga,Runner-up,2009/2010
11,Falcao,Community Shield,Runner-up,2015/2016
12,Falcao,Super Cup,Winner,2011/2012
13,Falcao,Super Cup,Winner,2010/2011
14,Falcao,Trophée des Champions,Runner-up,2018/2019
15,Falcao,Trophée des Champions,Runner-up,2017/2018
16,Falcao,UEFA Europa League,Winner,2011/2012
17,Falcao,UEFA Europa League,Winner,2010/2011
18,Falcao,UEFA Super Cup,Winner,2012/2013
0,Miranda,La Liga,Winner,2013/2014
1,Miranda,Serie A,Winner,2008
2,Miranda,Serie A,Winner,2007
3,Miranda,Serie A,Winner,2006
4,Miranda,Copa del Rey,Winner,2012/2013
5,Miranda,Super Cup,Winner,2014/2015
6,Miranda,Super Cup,Runner-up,2013/2014
7,Miranda,Paranaense 1,Winner,2004
8,Miranda,Paranaense 1,Runner-up,2005
9,Miranda,Confederations Cup,Winner,2009 South Africa
10,Miranda,Copa America,Winner,2019 Brazil
11,Miranda,UEFA Champions League,Runner-up,2013/2014
12,Miranda,CONMEBOL Libertadores,Runner-up,2006
13,Miranda,UEFA Europa League,Winner,2011/2012
14,Miranda,UEFA Super Cup,Winner,2012/2013
15,Miranda,CONMEBOL Recopa,Runner-up,2006
0,C. Vela,Concacaf Gold Cup,Winner,2015
1,C. Vela,Concacaf Gold Cup,Winner,2009
2,C. Vela,Emirates Cup,Winner,2010
3,C. Vela,Emirates Cup,Winner,2009
0,E. Garay,World Cup,Runner-up,2014 Brazil
1,E. Garay,Copa America,Runner-up,2015 Chile
2,E. Garay,La Liga,Runner-up,2010/2011
3,E. Garay,La Liga,Runner-up,2009/2010
4,E. Garay,Primeira Liga,Winner,2013/2014
5,E. Garay,Primeira Liga,Runner-up,2012/2013
6,E. Garay,Primeira Liga,Runner-up,2011/2012
7,E. Garay,Superliga,Winner,2004/2005 Apertura
8,E. Garay,Premier League,Winner,2014/2015
9,E. Garay,Taça de Portugal,Winner,2013/2014
10,E. Garay,Taça de Portugal,Runner-up,2012/2013
11,E. Garay,Copa del Rey,Winner,2018/2019
12,E. Garay,Copa del Rey,Winner,2010/2011
13,E. Garay,Cup,Winner,2015/2016
14,E. Garay,Taça da Liga,Winner,2013/2014
15,E. Garay,Taça da Liga,Winner,2011/2012
16,E. Garay,Super Cup,Winner,2016/2017
17,E. Garay,Super Cup,Winner,2015/2016
18,E. Garay,UEFA Europa League,Runner-up,2013/2014
19,E. Garay,UEFA Europa League,Runner-up,2012/2013
20,E. Garay,The Atlantic Cup,Winner,2016
0,Rui Patrício,European Championship,Winner,2016 France
1,Rui Patrício,UEFA Nations League,Winner,2018/2019
2,Rui Patrício,Primeira Liga,Runner-up,2015/2016
3,Rui Patrício,Primeira Liga,Runner-up,2013/2014
4,Rui Patrício,Primeira Liga,Runner-up,2008/2009
5,Rui Patrício,Primeira Liga,Runner-up,2007/2008
6,Rui Patrício,Primeira Liga,Runner-up,2006/2007
7,Rui Patrício,Taça de Portugal,Winner,2014/2015
8,Rui Patrício,Taça de Portugal,Winner,2007/2008
9,Rui Patrício,Taça de Portugal,Winner,2006/2007
10,Rui Patrício,Taça de Portugal,Runner-up,2017/2018
11,Rui Patrício,Taça de Portugal,Runner-up,2011/2012
12,Rui Patrício,Taça da Liga,Winner,2017/2018
13,Rui Patrício,Taça da Liga,Runner-up,2008/2009
14,Rui Patrício,Taça da Liga,Runner-up,2007/2008
15,Rui Patrício,Super Cup,Winner,2015/2016
16,Rui Patrício,Super Cup,Winner,2008/2009
17,Rui Patrício,Super Cup,Winner,2007/2008
18,Rui Patrício,Premier League Asia Trophy,Winner,2019
0,R. Nainggolan,Serie A,Runner-up,2016/2017
1,R. Nainggolan,Serie A,Runner-up,2014/2015
2,R. Nainggolan,Serie A,Runner-up,2013/2014
3,R. Nainggolan,Kirin Cup,Runner-up,2009
0,E. Banega,Superliga,Runner-up,2006/2007 Clausura
1,E. Banega,Superliga,Runner-up,2006/2007 Apertura
2,E. Banega,Copa del Rey,Winner,2007/2008
3,E. Banega,Copa del Rey,Runner-up,2017/2018
4,E. Banega,Copa del Rey,Runner-up,2015/2016
5,E. Banega,Super Cup,Runner-up,2018/2019
6,E. Banega,Copa America,Runner-up,2016  USA
7,E. Banega,Copa America,Runner-up,2015 Chile
8,E. Banega,CONMEBOL Libertadores,Winner,2007
9,E. Banega,UEFA Europa League,Winner,2015/2016
10,E. Banega,UEFA Europa League,Winner,2014/2015
11,E. Banega,UEFA Super Cup,Runner-up,2015/2016
12,E. Banega,FIFA Club World Cup,Runner-up,2007 Japan
13,E. Banega,Emirates Cup,Runner-up,2017
14,E. Banega,Supercopa Euroamericana,Runner-up,2015
0,Diego Costa,La Liga,Winner,2013/2014
1,Diego Costa,La Liga,Runner-up,2018/2019
2,Diego Costa,La Liga,Runner-up,2017/2018
3,Diego Costa,Premier League,Winner,2016/2017
4,Diego Costa,Premier League,Winner,2014/2015
5,Diego Costa,FA Cup,Runner-up,2016/2017
6,Diego Costa,Copa del Rey,Winner,2012/2013
7,Diego Costa,League Cup,Winner,2014/2015
8,Diego Costa,Community Shield,Runner-up,2015/2016
9,Diego Costa,Super Cup,Runner-up,2019/2020
10,Diego Costa,Super Cup,Runner-up,2013/2014
11,Diego Costa,UEFA Champions League,Runner-up,2013/2014
12,Diego Costa,UEFA Europa League,Winner,2017/2018
13,Diego Costa,UEFA Super Cup,Winner,2018/2019
14,Diego Costa,UEFA Super Cup,Winner,2012/2013
15,Diego Costa,UEFA Super Cup,Winner,2010/2011
16,Diego Costa,International Champions Cup,Runner-up,2019
0,S. Khedira,World Cup,Winner,2014 Brazil
1,S. Khedira,La Liga,Winner,2011/2012
2,S. Khedira,La Liga,Runner-up,2014/2015
3,S. Khedira,La Liga,Runner-up,2012/2013
4,S. Khedira,La Liga,Runner-up,2010/2011
5,S. Khedira,Bundesliga,Winner,2006/2007
6,S. Khedira,Serie A,Winner,2018/2019
7,S. Khedira,Serie A,Winner,2017/2018
8,S. Khedira,Serie A,Winner,2016/2017
9,S. Khedira,Serie A,Winner,2015/2016
10,S. Khedira,DFB Pokal,Runner-up,2006/2007
11,S. Khedira,Coppa Italia,Winner,2017/2018
12,S. Khedira,Coppa Italia,Winner,2016/2017
13,S. Khedira,Coppa Italia,Winner,2015/2016
14,S. Khedira,Copa del Rey,Winner,2013/2014
15,S. Khedira,Copa del Rey,Winner,2010/2011
16,S. Khedira,Copa del Rey,Runner-up,2012/2013
17,S. Khedira,Super Cup,Winner,2018/2019
18,S. Khedira,Super Cup,Winner,2015/2016
19,S. Khedira,Super Cup,Runner-up,2019/2020
20,S. Khedira,Super Cup,Runner-up,2017/2018
21,S. Khedira,Super Cup,Runner-up,2016/2017
22,S. Khedira,Super Cup,Winner,2012/2013
23,S. Khedira,Super Cup,Runner-up,2014/2015
24,S. Khedira,Super Cup,Runner-up,2011/2012
25,S. Khedira,UEFA Champions League,Winner,2013/2014
26,S. Khedira,UEFA Champions League,Runner-up,2016/2017
27,S. Khedira,UEFA Super Cup,Winner,2014/2015
28,S. Khedira,FIFA Club World Cup,Winner,2014 Morocco
29,S. Khedira,International Champions Cup,Winner,2013
0,David Luiz,Premier League,Winner,2016/2017
1,David Luiz,Premier League,Runner-up,2010/2011
2,David Luiz,Ligue 1,Winner,2015/2016
3,David Luiz,Ligue 1,Winner,2014/2015
4,David Luiz,Primeira Liga,Winner,2009/2010
5,David Luiz,FA Cup,Winner,2017/2018
6,David Luiz,FA Cup,Winner,2011/2012
7,David Luiz,FA Cup,Runner-up,2016/2017
8,David Luiz,Coupe de France,Winner,2015/2016
9,David Luiz,Coupe de France,Winner,2014/2015
10,David Luiz,League Cup,Runner-up,2018/2019
11,David Luiz,Coupe de la Ligue,Winner,2015/2016
12,David Luiz,Coupe de la Ligue,Winner,2014/2015
13,David Luiz,Taça da Liga,Winner,2009/2010
14,David Luiz,Taça da Liga,Winner,2008/2009
15,David Luiz,Community Shield,Runner-up,2018/2019
16,David Luiz,Community Shield,Runner-up,2017/2018
17,David Luiz,Community Shield,Runner-up,2012/2013
18,David Luiz,Super Cup,Runner-up,2010/2011
19,David Luiz,Trophée des Champions,Winner,2016/2017
20,David Luiz,Trophée des Champions,Winner,2015/2016
21,David Luiz,Trophée des Champions,Winner,2014/2015
22,David Luiz,Baiano 1,Runner-up,2006
23,David Luiz,Confederations Cup,Winner,2013 Brazil
24,David Luiz,UEFA Champions League,Winner,2011/2012
25,David Luiz,UEFA Europa League,Winner,2018/2019
26,David Luiz,UEFA Europa League,Winner,2012/2013
27,David Luiz,UEFA Super Cup,Runner-up,2013/2014
28,David Luiz,UEFA Super Cup,Runner-up,2012/2013
29,David Luiz,FIFA Club World Cup,Runner-up,2012 Japan
30,David Luiz,International Champions Cup,Runner-up,2013
0,M. Kruse,Bundesliga,Runner-up,2007/2008
1,M. Kruse,2. Bundesliga,Runner-up,2009/2010
2,M. Kruse,Super Cup,Winner,2015/2016
0,J. Henderson,Premier League,Runner-up,2018/2019
1,J. Henderson,Premier League,Runner-up,2013/2014
2,J. Henderson,FA Cup,Runner-up,2011/2012
3,J. Henderson,League Cup,Winner,2011/2012
4,J. Henderson,League Cup,Runner-up,2015/2016
5,J. Henderson,Community Shield,Runner-up,2019/2020
6,J. Henderson,UEFA Champions League,Winner,2018/2019
7,J. Henderson,UEFA Champions League,Runner-up,2017/2018
8,J. Henderson,UEFA Europa League,Runner-up,2015/2016
9,J. Henderson,UEFA Super Cup,Winner,2019/2020
10,J. Henderson,FIFA Club World Cup,Winner,2019 Qatar
11,J. Henderson,Audi Cup,Runner-up,2017
12,J. Henderson,International Champions Cup,Runner-up,2014
13,J. Henderson,Premier League Asia Trophy,Winner,2017
0,A. Ramsey,Premier League,Runner-up,2015/2016
1,A. Ramsey,FA Cup,Winner,2016/2017
2,A. Ramsey,FA Cup,Winner,2014/2015
3,A. Ramsey,FA Cup,Winner,2013/2014
4,A. Ramsey,FA Cup,Runner-up,2007/2008
5,A. Ramsey,League Cup,Runner-up,2017/2018
6,A. Ramsey,Super Cup,Runner-up,2019/2020
7,A. Ramsey,Community Shield,Winner,2017/2018
8,A. Ramsey,Community Shield,Winner,2015/2016
9,A. Ramsey,Community Shield,Winner,2014/2015
10,A. Ramsey,UEFA Europa League,Runner-up,2018/2019
11,A. Ramsey,Emirates Cup,Winner,2017
12,A. Ramsey,Emirates Cup,Winner,2015
13,A. Ramsey,Emirates Cup,Winner,2010
14,A. Ramsey,Emirates Cup,Winner,2009
15,A. Ramsey,Emirates Cup,Runner-up,2014
16,A. Ramsey,Premier League Asia Trophy,Winner,2015
0,Illarramendi,La Liga,Runner-up,2014/2015
1,Illarramendi,Segunda División,Winner,2009/2010
2,Illarramendi,Copa del Rey,Winner,2013/2014
3,Illarramendi,Super Cup,Runner-up,2014/2015
4,Illarramendi,UEFA Champions League,Winner,2013/2014
5,Illarramendi,UEFA Super Cup,Winner,2014/2015
6,Illarramendi,FIFA Club World Cup,Winner,2014 Morocco
7,Illarramendi,Audi Cup,Runner-up,2015
8,Illarramendi,International Champions Cup,Winner,2013
9,Illarramendi,UEFA U21 Championship,Winner,2013 Israel
0,D. Blind,Eredivisie,Winner,2018/2019
1,D. Blind,Eredivisie,Winner,2013/2014
2,D. Blind,Eredivisie,Winner,2012/2013
3,D. Blind,Eredivisie,Winner,2011/2012
4,D. Blind,Eredivisie,Winner,2010/2011
5,D. Blind,Premier League,Runner-up,2017/2018
6,D. Blind,FA Cup,Winner,2015/2016
7,D. Blind,FA Cup,Runner-up,2017/2018
8,D. Blind,KNVB Beker,Winner,2018/2019
9,D. Blind,KNVB Beker,Runner-up,2013/2014
10,D. Blind,KNVB Beker,Runner-up,2010/2011
11,D. Blind,League Cup,Winner,2016/2017
12,D. Blind,Super Cup,Winner,2019/2020
13,D. Blind,Super Cup,Winner,2013/2014
14,D. Blind,Super Cup,Runner-up,2014/2015
15,D. Blind,Super Cup,Runner-up,2012/2013
16,D. Blind,Super Cup,Runner-up,2011/2012
17,D. Blind,Super Cup,Runner-up,2010/2011
18,D. Blind,Community Shield,Winner,2016/2017
19,D. Blind,UEFA Nations League,Runner-up,2018/2019
20,D. Blind,UEFA Europa League,Winner,2016/2017
21,D. Blind,UEFA Super Cup,Runner-up,2017/2018
22,D. Blind,Florida Cup,Runner-up,2019
0,L. Hrádecký,1st Division,Winner,2011/2012
1,L. Hrádecký,DFB Pokal,Winner,2017/2018
2,L. Hrádecký,DFB Pokal,Runner-up,2016/2017
3,L. Hrádecký,DBU Pokalen,Winner,2012/2013
4,L. Hrádecký,Baltic Cup,Runner-up,2012
0,N. Otamendi,Premier League,Winner,2018/2019
1,N. Otamendi,Premier League,Winner,2017/2018
2,N. Otamendi,Primeira Liga,Winner,2012/2013
3,N. Otamendi,Primeira Liga,Winner,2011/2012
4,N. Otamendi,Primeira Liga,Winner,2010/2011
5,N. Otamendi,Superliga,Winner,2008/2009 Clausura
6,N. Otamendi,FA Cup,Winner,2018/2019
7,N. Otamendi,Taça de Portugal,Winner,2010/2011
8,N. Otamendi,League Cup,Winner,2018/2019
9,N. Otamendi,League Cup,Winner,2017/2018
10,N. Otamendi,League Cup,Winner,2015/2016
11,N. Otamendi,Taça da Liga,Runner-up,2012/2013
12,N. Otamendi,Community Shield,Winner,2019/2020
13,N. Otamendi,Community Shield,Winner,2018/2019
14,N. Otamendi,Super Cup,Winner,2013/2014
15,N. Otamendi,Super Cup,Winner,2012/2013
16,N. Otamendi,Super Cup,Winner,2011/2012
17,N. Otamendi,Mineiro 1,Runner-up,2014
18,N. Otamendi,Copa America,Runner-up,2016  USA
19,N. Otamendi,Copa America,Runner-up,2015 Chile
20,N. Otamendi,UEFA Europa League,Winner,2010/2011
21,N. Otamendi,UEFA Super Cup,Runner-up,2011/2012
22,N. Otamendi,Emirates Cup,Winner,2014
23,N. Otamendi,Emirates Cup,Runner-up,2013
24,N. Otamendi,Premier League Asia Trophy,Runner-up,2019
0,J. Cuadrado,Premier League,Winner,2014/2015
1,J. Cuadrado,Serie A,Winner,2018/2019
2,J. Cuadrado,Serie A,Winner,2017/2018
3,J. Cuadrado,Serie A,Winner,2016/2017
4,J. Cuadrado,Serie A,Winner,2015/2016
5,J. Cuadrado,Primera A,Runner-up,2008 Clausura
6,J. Cuadrado,Coppa Italia,Winner,2017/2018
7,J. Cuadrado,Coppa Italia,Winner,2016/2017
8,J. Cuadrado,Coppa Italia,Winner,2015/2016
9,J. Cuadrado,Coppa Italia,Runner-up,2013/2014
10,J. Cuadrado,League Cup,Winner,2014/2015
11,J. Cuadrado,Super Cup,Winner,2018/2019
12,J. Cuadrado,Super Cup,Runner-up,2019/2020
13,J. Cuadrado,Super Cup,Runner-up,2017/2018
14,J. Cuadrado,Super Cup,Runner-up,2016/2017
15,J. Cuadrado,Community Shield,Runner-up,2015/2016
16,J. Cuadrado,UEFA Champions League,Runner-up,2016/2017
0,I. Gueye,Ligue 1,Winner,2010/2011
1,I. Gueye,Coupe de France,Winner,2010/2011
2,I. Gueye,Trophée des Champions,Winner,2019/2020
3,I. Gueye,Trophée des Champions,Runner-up,2011/2012
4,I. Gueye,Africa Cup of Nations,Runner-up,2019 Egypt
0,K. Kampl,Bundesliga,Runner-up,2010/2011
1,K. Kampl,Bundesliga,Winner,2013/2014
2,K. Kampl,Bundesliga,Runner-up,2012/2013
3,K. Kampl,DFB Pokal,Runner-up,2018/2019
4,K. Kampl,DFB Pokal,Runner-up,2014/2015
5,K. Kampl,Cup,Winner,2013/2014
0,Rodrigo,Primeira Liga,Winner,2013/2014
1,Rodrigo,Primeira Liga,Runner-up,2012/2013
2,Rodrigo,Primeira Liga,Runner-up,2011/2012
3,Rodrigo,Primeira Liga,Runner-up,2010/2011
4,Rodrigo,Taça de Portugal,Winner,2013/2014
5,Rodrigo,Taça de Portugal,Runner-up,2012/2013
6,Rodrigo,Copa del Rey,Winner,2018/2019
7,Rodrigo,Taça da Liga,Winner,2013/2014
8,Rodrigo,Taça da Liga,Winner,2011/2012
9,Rodrigo,Taça da Liga,Winner,2010/2011
10,Rodrigo,Super Cup,Runner-up,2010/2011
11,Rodrigo,UEFA Europa League,Runner-up,2013/2014
12,Rodrigo,UEFA Europa League,Runner-up,2012/2013
13,Rodrigo,Emirates Cup,Winner,2014
14,Rodrigo,UEFA U21 Championship,Winner,2013 Israel
0,C. Aránguiz,Primera División,Winner,2012 Apertura
1,C. Aránguiz,Primera División,Winner,2011 Clausura
2,C. Aránguiz,Primera División,Winner,2011 Apertura
3,C. Aránguiz,Primera División,Winner,2009 Clausura
4,C. Aránguiz,Copa Chile,Winner,2012
5,C. Aránguiz,Super Cup,Runner-up,2013
6,C. Aránguiz,Gaúcho 1,Winner,2015
7,C. Aránguiz,Gaúcho 1,Winner,2014
8,C. Aránguiz,Confederations Cup,Runner-up,2017 Russia
9,C. Aránguiz,Copa America,Winner,2016  USA
10,C. Aránguiz,Copa America,Winner,2015 Chile
11,C. Aránguiz,CONMEBOL Sudamericana,Winner,2011
12,C. Aránguiz,CONMEBOL Recopa,Runner-up,2012/2013
13,C. Aránguiz,J.League Cup / Copa Sudamericana Championship,Runner-up,2012
0,W. Ben Yedder,Copa del Rey,Runner-up,2017/2018
1,W. Ben Yedder,Super Cup,Runner-up,2018/2019
2,W. Ben Yedder,Super Cup,Runner-up,2016/2017
3,W. Ben Yedder,UEFA Super Cup,Runner-up,2016/2017
4,W. Ben Yedder,Emirates Cup,Runner-up,2017
0,F. Acerbi,Coppa Italia,Winner,2018/2019
1,F. Acerbi,Super Cup,Winner,2019/2020
0,Danilo Pereira,European Championship,Winner,2016 France
