,Name,Competitiion,Trophie,Season
0,O. Yokuşlu,1. Lig,Winner,2014/2015
0,B. Cristante,Serie A,Runner-up,2011/2012
1,B. Cristante,Primeira Liga,Winner,2014/2015
2,B. Cristante,Taça da Liga,Winner,2014/2015
3,B. Cristante,Super Cup,Runner-up,2015/2016
0,L. Dendoncker,First Division A,Winner,2016/2017
1,L. Dendoncker,First Division A,Winner,2013/2014
2,L. Dendoncker,First Division A,Winner,2012/2013
3,L. Dendoncker,Cup,Runner-up,2014/2015
4,L. Dendoncker,Super Cup,Winner,2017/2018
5,L. Dendoncker,Super Cup,Winner,2014/2015
6,L. Dendoncker,Super Cup,Winner,2013/2014
7,L. Dendoncker,Premier League Asia Trophy,Winner,2019
0,M. Dahoud,Bundesliga,Runner-up,2018/2019
1,M. Dahoud,Super Cup,Winner,2019/2020
2,M. Dahoud,Super Cup,Runner-up,2017/2018
3,M. Dahoud,UEFA U21 Championship,Winner,2017 Poland
4,M. Dahoud,UEFA U21 Championship,Runner-up,2019 Italy
5,M. Dahoud,International Champions Cup,Runner-up,2018
0,N. Elvedi,Schweizer Pokal,Winner,2013/2014
0,Joelinton,Cup,Runner-up,2016/2017
1,Joelinton,Pernambucano 1,Winner,2014
2,Joelinton,Copa do Nordeste,Winner,2014
0,Daniel Podence,Primeira Liga,Runner-up,2015/2016
1,Daniel Podence,Super League 1,Runner-up,2018/2019
2,Daniel Podence,Taça de Portugal,Winner,2014/2015
3,Daniel Podence,Taça de Portugal,Runner-up,2017/2018
4,Daniel Podence,Taça da Liga,Winner,2017/2018
5,Daniel Podence,Taça da Liga,Winner,2016/2017
6,Daniel Podence,Super Cup,Winner,2015/2016
0,G. Dzhikiya,Premier League,Winner,2016/2017
1,G. Dzhikiya,Super Cup,Winner,2017/2018
0,Aarón Martín,Supercopa de Catalunya,Winner,2016
1,Aarón Martín,Supercopa de Catalunya,Runner-up,2018
2,Aarón Martín,UEFA U21 Championship,Winner,2019 Italy
3,Aarón Martín,UEFA U19 Championship,Winner,2014/2015
0,E. Bardhi,Magyar Kupa,Runner-up,2015/2016
1,E. Bardhi,Super Cup,Winner,2014/2015
0,N. Maksimović,Premier League,Winner,2016
1,N. Maksimović,Premier League,Winner,2015
2,N. Maksimović,Cup,Winner,2016
3,N. Maksimović,Cup,Runner-up,2015
4,N. Maksimović,Super Cup,Winner,2015
5,N. Maksimović,Super Cup,Runner-up,2017
6,N. Maksimović,Super Cup,Runner-up,2016
7,N. Maksimović,UEFA U19 Championship,Winner,2012/2013
8,N. Maksimović,U20 World Cup,Winner,2015 New Zealand
9,N. Maksimović,Copa Ibérica,Runner-up,2019
0,Óliver Torres,Primeira Liga,Winner,2017/2018
1,Óliver Torres,Primeira Liga,Runner-up,2018/2019
2,Óliver Torres,Primeira Liga,Runner-up,2016/2017
3,Óliver Torres,Primeira Liga,Runner-up,2014/2015
4,Óliver Torres,Taça de Portugal,Runner-up,2018/2019
5,Óliver Torres,Copa del Rey,Winner,2012/2013
6,Óliver Torres,Taça da Liga,Runner-up,2018/2019
7,Óliver Torres,Super Cup,Winner,2018/2019
8,Óliver Torres,Super Cup,Runner-up,2013/2014
9,Óliver Torres,UEFA Champions League,Runner-up,2015/2016
10,Óliver Torres,UEFA Europa League,Winner,2011/2012
11,Óliver Torres,UEFA Super Cup,Winner,2012/2013
12,Óliver Torres,Algarve Football Cup,Runner-up,2018
13,Óliver Torres,UEFA U19 Championship,Winner,2011/2012
0,G. Laborde,UEFA U19 Championship,Runner-up,2012/2013
1,G. Laborde,World Youth Festival Toulon,Runner-up,2014
0,R. De Paul,Superliga,Runner-up,2011/2012 Apertura
1,R. De Paul,Copa Argentina,Runner-up,2011/2012
2,R. De Paul,Emirates Cup,Winner,2014
0,D. Selke,Bundesliga,Runner-up,2016/2017
1,D. Selke,2. Bundesliga,Runner-up,2015/2016
2,D. Selke,Olympics,Runner-up,2016 Rio de Janeiro
3,D. Selke,UEFA U21 Championship,Winner,2017 Poland
4,D. Selke,UEFA U19 Championship,Winner,2013/2014
5,D. Selke,UEFA U17 Championship,Runner-up,2011/2012
0,M. Lemina,Serie A,Winner,2016/2017
1,M. Lemina,Serie A,Winner,2015/2016
2,M. Lemina,Coppa Italia,Winner,2016/2017
3,M. Lemina,Coppa Italia,Winner,2015/2016
4,M. Lemina,Super Cup,Runner-up,2016/2017
5,M. Lemina,UEFA Champions League,Runner-up,2016/2017
6,M. Lemina,U20 World Cup,Winner,2013 Turkey
0,D. Origi,Premier League,Runner-up,2018/2019
1,D. Origi,League Cup,Runner-up,2015/2016
2,D. Origi,Community Shield,Runner-up,2019/2020
3,D. Origi,UEFA Champions League,Winner,2018/2019
4,D. Origi,UEFA Europa League,Runner-up,2015/2016
5,D. Origi,UEFA Super Cup,Winner,2019/2020
6,D. Origi,FIFA Club World Cup,Winner,2019 Qatar
7,D. Origi,Audi Cup,Runner-up,2017
8,D. Origi,Premier League Asia Trophy,Winner,2017
0,E. Pulgar,Primera División,Winner,2014/2015 Clausura
1,E. Pulgar,Copa America,Winner,2016  USA
0,A. Miranchuk,Premier League,Winner,2017/2018
1,A. Miranchuk,Premier League,Runner-up,2018/2019
2,A. Miranchuk,Cup,Winner,2018/2019
3,A. Miranchuk,Cup,Winner,2016/2017
4,A. Miranchuk,Cup,Winner,2014/2015
5,A. Miranchuk,Super Cup,Winner,2019/2020
6,A. Miranchuk,Super Cup,Runner-up,2018/2019
7,A. Miranchuk,Super Cup,Runner-up,2017/2018
8,A. Miranchuk,Super Cup,Runner-up,2015/2016
0,W. Barrios,Superliga,Winner,2017/2018
1,W. Barrios,Superliga,Winner,2016/2017
2,W. Barrios,Premier League,Winner,2018/2019
3,W. Barrios,Copa Colombia,Winner,2014
4,W. Barrios,Super Cup,Runner-up,2019/2020
5,W. Barrios,Super Copa,Runner-up,2017/2018
6,W. Barrios,Trofeo Joan Gamper,Runner-up,2018
7,W. Barrios,Olympics Intercontinental Play-offs,Winner,2016 Rio de Janeiro
8,W. Barrios,CONMEBOL Libertadores,Runner-up,2018
0,J. Musso,Superliga,Winner,2014
